REF MADRE;EAN PRODUCT;NOMBRE (SIN TALLA);MARCA;PVP +IVA;ID IVA;PRODUCT CATEGORIA;CATEGORIAS;CARACTERISTICAS;GAMA;FILTROS;PRODUCT;META-DESCRIPCION;URL IMGs;DESCRIPCION LARGA;ANCHURA;ALTURA;PROFUNDIDAD;PESO;ID DISPONIBILIDAD;ACTIVO;DISP. PEDIDOS;TEMPORADA;TALLAS;GENERO;EDAD;COLOR;REF COMBI;EAN COMBI;NOMBRE COMBI:TIPO;;REF;NOMBRE;PROVEEDOR;FAMILIA;SUBFAMILIA;P.COMPRA;PVP (+IVA);EAN;ALT 1;ALT 2;ALT 3;UNIDAD;LOTE;PESO;CODNC;LIBRE1=MARCA;LIBRE2=TEMPORADA;LIBRE3=PRODUCTO;LIBRE4=GAMA/MODELO
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P4C0664096001D;KIT PISTONES PARTE SUPERIOR: PISTÓN FUNDIDO ATHENA 2T Ø 66,37MM + KIT JUNTAS PARTE SUPERIOR KTM EXC250 '24;622;ATEN;KP+JA;90,07512066;222,4304;8053300717460;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P4C0720045002A;KIT PISTONES PARTE SUPERIOR: PISTÓN FUNDIDO ATHENA 2 TIEMPOS Ø 71,93 MM + KIT JUNTAS PARTE SUPERIOR EXC 300 2013-2016;622;ATEN;KP+JA;90,07512066;222,4304;8053300717491;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P4C0720045002B;KIT PISTONES PARTE SUPERIOR: PISTÓN FUNDIDO ATHENA 2 TIEMPOS Ø 71,94 MM + KIT JUNTAS PARTE SUPERIOR EXC 300 2013-2016;622;ATEN;KP+JA;90,07512066;222,4304;8053300717422;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P4C0720045002C;KIT PISTONES PARTE SUPERIOR: PISTÓN FUNDIDO ATHENA 2 TIEMPOS Ø 71,95 MM + KIT JUNTAS PARTE SUPERIOR EXC 300 2013-2016;622;ATEN;KP+JA;90,07512066;222,4304;8053300717439;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P4C0720045002D;KIT PISTONES PARTE SUPERIOR: PISTÓN FUNDIDO ATHENA 2 TIEMPOS Ø 71,96 MM + KIT JUNTAS PARTE SUPERIOR EXC 300 2013-2016;622;ATEN;KP+JA;90,07512066;222,4304;8053300717446;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P4C0720083002A;KIT PISTONES PARTE SUPERIOR: PISTÓN FUNDIDO ATHENA 2 TIEMPOS Ø 71,93 MM + KIT JUNTAS PARTE SUPERIOR EC 300 2T 2021-2023;622;ATEN;KP+JA;90,07512066;222,4304;8053300717453;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P4C0720083002B;KIT PISTONES PARTE SUPERIOR: PISTÓN FUNDIDO ATHENA 2 TIEMPOS Ø 71,94 MM + KIT JUNTAS PARTE SUPERIOR EC 300 2T 2021-2023;622;ATEN;KP+JA;104,7187504;258,5912;8050506053576;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P4C0720083002C;KIT PISTONES PARTE SUPERIOR: PISTÓN FUNDIDO ATHENA 2 TIEMPOS Ø 71,95 MM + KIT JUNTAS PARTE SUPERIOR EC 300 2T 2021-2023;622;ATEN;KP+JA;104,7187504;258,5912;8050506053583;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P4C0720083002D;KIT PISTONES PARTE SUPERIOR: PISTÓN FUNDIDO ATHENA 2 TIEMPOS Ø 71,96 MM + KIT JUNTAS PARTE SUPERIOR EC 300 2T 2021-2023;622;ATEN;KP+JA;104,7187504;258,5912;8050506053590;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P4C0720096002A;KIT PISTONES PARTE SUPERIOR: PISTÓN FUNDIDO ATHENA 2T Ø 71,93MM + KIT JUNTAS PARTE SUPERIOR KTM EXC 300 '24;622;ATEN;KP+JA;104,7187504;258,5912;8050506053606;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P4C0720096002B;KIT PISTONES PARTE SUPERIOR: PISTÓN FUNDIDO ATHENA 2T Ø 71,94MM + KIT JUNTAS PARTE SUPERIOR KTM EXC 300 '24;622;ATEN;KP+JA;89,4328562;220,8444;8053300717392;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P4C0720096002C;KIT PISTONES PARTE SUPERIOR: PISTÓN FUNDIDO ATHENA 2T Ø 71,95MM + KIT JUNTAS PARTE SUPERIOR KTM EXC 300 '24;622;ATEN;KP+JA;89,4328562;220,8444;8053300717408;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P4C0720096002D;KIT PISTONES PARTE SUPERIOR: PISTÓN FUNDIDO ATHENA 2T Ø 71,96MM + KIT JUNTAS PARTE SUPERIOR KTM EXC 300 '24;622;ATEN;KP+JA;89,4328562;220,8444;8053300717415;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P4F0664267019A;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 2 TIEMPOS Ø 66,34 MM + KIT JUNTAS PARTE SUPERIOR YZ 250 2T 1999-2024;622;ATEN;KP+JA;99,63498017;246,0374;8053300714995;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P4F0664267019B;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 2 TIEMPOS Ø 66,35 MM + KIT JUNTAS PARTE SUPERIOR YZ 250 2T 1999-2024;622;ATEN;KP+JA;99,63498017;246,0374;8053300715152;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P4F0664267019C;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 2 TIEMPOS Ø 66,36 MM + KIT JUNTAS PARTE SUPERIOR YZ 250 2T 1999-2024;622;ATEN;KP+JA;99,63498017;246,0374;8053300715312;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0768245001A;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,75 MM + KIT JUNTAS PARTE SUPERIOR CRF 250 R 2010-2013;622;ATEN;KP+JA;99,63498017;246,0374;8053300715008;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0768245001B;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,76 MM + KIT JUNTAS PARTE SUPERIOR CRF 250 R 2010-2013;622;ATEN;KP+JA;99,63498017;246,0374;8053300715169;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0768245001C;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,77 MM + KIT JUNTAS PARTE SUPERIOR CRF 250 R 2010-2013;622;ATEN;KP+JA;99,63498017;246,0374;8053300715329;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0768245002A;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,75 MM + KIT JUNTAS PARTE SUPERIOR CRF 250 R 2014-2015;622;ATEN;KP+JA;99,63498017;246,0374;8053300715015;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0768245002B;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,76 MM + KIT JUNTAS PARTE SUPERIOR CRF 250 R 2014-2015;622;ATEN;KP+JA;99,63498017;246,0374;8053300715176;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0768245002C;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,77 MM + KIT JUNTAS PARTE SUPERIOR CRF 250 R 2014-2015;622;ATEN;KP+JA;99,63498017;246,0374;8053300715336;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0768245003A;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,75 MM + KIT JUNTAS PARTE SUPERIOR CRF 250 R 2016-2017;622;ATEN;KP+JA;102,1990975;252,3692;8053300715046;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0768245003B;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,76 MM + KIT JUNTAS PARTE SUPERIOR CRF 250 R 2016-2017;622;ATEN;KP+JA;102,1990975;252,3692;8053300715206;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0768245003C;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,77 MM + KIT JUNTAS PARTE SUPERIOR CRF 250 R 2016-2017;622;ATEN;KP+JA;102,1990975;252,3692;8053300715367;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0770039007A;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,96 MM + KIT JUNTAS PARTE SUPERIOR WR 250 F 2008-2013;622;ATEN;KP+JA;105,0448231;259,3964;8050506050926;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0770039007B;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,97 MM + KIT JUNTAS PARTE SUPERIOR WR 250 F 2008-2013;622;ATEN;KP+JA;105,0448231;259,3964;8050506050933;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0770039007C;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,98 MM + KIT JUNTAS PARTE SUPERIOR WR 250 F 2008-2013;622;ATEN;KP+JA;105,0448231;259,3964;8050506050940;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0770047001A;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,96 MM + KIT JUNTAS PARTE SUPERIOR KX 250 F 2011-2014;622;ATEN;KP+JA;105,0448231;259,3964;8050506050896;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0770047001B;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,97 MM + KIT JUNTAS PARTE SUPERIOR KX 250 F 2011-2014;622;ATEN;KP+JA;105,0448231;259,3964;8050506050902;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0770047001C;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,98 MM + KIT JUNTAS PARTE SUPERIOR KX 250 F 2011-2014;622;ATEN;KP+JA;105,0448231;259,3964;8050506050919;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0770047002A;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,96 MM + KIT JUNTAS PARTE SUPERIOR KX 250 F 2015-2016;622;ATEN;KP+JA;105,0448231;259,3964;8050506050865;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0770047002B;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,97 MM + KIT JUNTAS PARTE SUPERIOR KX 250 F 2015-2016;622;ATEN;KP+JA;105,0448231;259,3964;8050506050872;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0770047002C;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,98 MM + KIT JUNTAS PARTE SUPERIOR KX 250 F 2015-2016;622;ATEN;KP+JA;105,0448231;259,3964;8050506050889;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0770067006A;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,96 MM + KIT JUNTAS PARTE SUPERIOR KX 250 F 2017-2019;622;ATEN;KP+JA;102,4115388;252,8938;8053300715145;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0770067006B;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,97 MM + KIT JUNTAS PARTE SUPERIOR KX 250 F 2017-2019;622;ATEN;KP+JA;102,4115388;252,8938;8053300715305;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0770067006C;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,98 MM + KIT JUNTAS PARTE SUPERIOR KX 250 F 2017-2019;622;ATEN;KP+JA;102,4115388;252,8938;8053300715466;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0770098004A;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,95 MM + KIT JUNTAS PARTE SUPERIOR RM-Z 250 2010-2018;622;ATEN;KP+JA;103,3304711;255,163;8053300719457;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0770098004B;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,96 MM + KIT JUNTAS PARTE SUPERIOR RM-Z 250 2010-2018;622;ATEN;KP+JA;103,3304711;255,163;8053300719464;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0770098004C;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,97 MM + KIT JUNTAS PARTE SUPERIOR RM-Z 250 2010-2018;622;ATEN;KP+JA;103,3304711;255,163;8053300719471;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0770099004A;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,95 MM + KIT JUNTAS PARTE SUPERIOR RM-Z 250 2019-2024;622;ATEN;KP+JA;102,1990975;252,3692;8053300715053;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0770099004B;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,96 MM + KIT JUNTAS PARTE SUPERIOR RM-Z 250 2019-2024;622;ATEN;KP+JA;102,1990975;252,3692;8053300715213;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0770099004C;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,97 MM + KIT JUNTAS PARTE SUPERIOR RM-Z 250 2019-2024;622;ATEN;KP+JA;102,1990975;252,3692;8053300715374;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0770187008A;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,96 MM + KIT JUNTAS PARTE SUPERIOR WR 250 F 2015-2015;622;ATEN;KP+JA;99,46700331;245,6226;8053300715060;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0770187008B;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,97 MM + KIT JUNTAS PARTE SUPERIOR WR 250 F 2015-2015;622;ATEN;KP+JA;99,46700331;245,6226;8053300715220;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0770187008C;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,98 MM + KIT JUNTAS PARTE SUPERIOR WR 250 F 2015-2015;622;ATEN;KP+JA;99,46700331;245,6226;8053300715381;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0770187009A;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,95 MM + KIT JUNTAS PARTE SUPERIOR WR 250 F 2018-2018;622;ATEN;KP+JA;106,1514942;262,1292;8053300715077;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0770187009B;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,96 MM + KIT JUNTAS PARTE SUPERIOR WR 250 F 2018-2018;622;ATEN;KP+JA;106,1514942;262,1292;8053300715237;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0770187009C;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,97 MM + KIT JUNTAS PARTE SUPERIOR WR 250 F 2018-2018;622;ATEN;KP+JA;106,1514942;262,1292;8053300715398;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0770212009A;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,95 MM + KIT JUNTAS PARTE SUPERIOR WR 250 F 2020-2024;622;ATEN;KP+JA;109,2195421;269,7054;8053300715084;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0770212009B;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,96 MM + KIT JUNTAS PARTE SUPERIOR WR 250 F 2020-2024;622;ATEN;KP+JA;109,2195421;269,7054;8053300715244;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0770212009C;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 76,97 MM + KIT JUNTAS PARTE SUPERIOR WR 250 F 2020-2024;622;ATEN;KP+JA;109,2195421;269,7054;8053300715404;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0780063001A;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 77,95 MM + KIT JUNTAS PARTE SUPERIOR FC 250 2014-2015;622;ATEN;KP+JA;105,0448231;259,3964;8053300715138;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0780063001B;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 77,96 MM + KIT JUNTAS PARTE SUPERIOR FC 250 2014-2015;622;ATEN;KP+JA;105,0448231;259,3964;8053300715299;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0780063001C;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 77,97 MM + KIT JUNTAS PARTE SUPERIOR FC 250 2014-2015;622;ATEN;KP+JA;105,0448231;259,3964;8053300715459;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0780069003A;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 77,96 MM + KIT JUNTAS PARTE SUPERIOR KX 250 4T 2020-2020;622;ATEN;KP+JA;105,0448231;259,3964;8053300719426;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0780069003B;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 77,97 MM + KIT JUNTAS PARTE SUPERIOR KX 250 4T 2020-2020;622;ATEN;KP+JA;105,0448231;259,3964;8053300719433;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0780069003C;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 77,98 MM + KIT JUNTAS PARTE SUPERIOR KX 250 4T 2020-2020;622;ATEN;KP+JA;105,0448231;259,3964;8053300719440;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0780071004A;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 77,96 MM + KIT JUNTAS PARTE SUPERIOR KX 250 4T 2021-2023;622;ATEN;KP+JA;109,2195421;269,7054;8053300715107;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0780071004B;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 77,97 MM + KIT JUNTAS PARTE SUPERIOR KX 250 4T 2021-2023;622;ATEN;KP+JA;109,2195421;269,7054;8053300715268;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0780071004C;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 77,98 MM + KIT JUNTAS PARTE SUPERIOR KX 250 4T 2021-2023;622;ATEN;KP+JA;109,2195421;269,7054;8053300715428;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0780074001A;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 77,95 MM + KIT JUNTAS PARTE SUPERIOR FE 250 2016-2016;622;ATEN;KP+JA;96,86830248;239,2054;8053300715114;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0780074001B;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 77,96 MM + KIT JUNTAS PARTE SUPERIOR FE 250 2016-2016;622;ATEN;KP+JA;96,86830248;239,2054;8053300715275;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0780074001C;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 77,97 MM + KIT JUNTAS PARTE SUPERIOR FE 250 2016-2016;622;ATEN;KP+JA;96,86830248;239,2054;8053300715435;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0780078001A;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 77,95 MM + KIT JUNTAS PARTE SUPERIOR FE 250 2017-2019;622;ATEN;KP+JA;96,86830248;239,2054;8053300715091;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0780078001B;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 77,96 MM + KIT JUNTAS PARTE SUPERIOR FE 250 2017-2019;622;ATEN;KP+JA;96,86830248;239,2054;8053300715251;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0780078001C;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 77,97 MM + KIT JUNTAS PARTE SUPERIOR FE 250 2017-2019;622;ATEN;KP+JA;96,86830248;239,2054;8053300715411;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0780078002A;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 77,96 MM + KIT JUNTAS PARTE SUPERIOR MC 250 F 2021-2023;622;ATEN;KP+JA;102,6931471;253,5892;8053300715121;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0780078002B;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 77,97 MM + KIT JUNTAS PARTE SUPERIOR MC 250 F 2021-2023;622;ATEN;KP+JA;102,6931471;253,5892;8053300715282;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0780078002C;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 77,98 MM + KIT JUNTAS PARTE SUPERIOR MC 250 F 2021-2023;622;ATEN;KP+JA;102,6931471;253,5892;8053300715442;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P5F0780093001A;KIT PISTONES PARTE SUPERIOR: PISTÓN FORJADO ATHENA 4 TIEMPOS Ø 77,95 MM + KIT JUNTAS PARTE SUPERIOR EC 250 F 2021-2023;622;ATEN;KP+JA;107,8213818;266,2528;8053300715022;;;;1;0;1;87141010;ATHENA;;KITS PISTÓN;
