marca;modelo;ano;products_ref
"Yamaha";"YZ 125";"1992";"WB6014"
"Yamaha";"YZ 125";"1993";"WB6014"
"Yamaha";"YZ 125";"1994";"WB6014"
"Yamaha";"YZ 125";"1995";"WB6014"
"Yamaha";"YZ 125";"1996";"WB6014"
"Yamaha";"YZ 125";"1997";"WB6014"
"Yamaha";"YZ 125";"1998";"WB6015"
"Yamaha";"YZ 125";"1999";"WB6015"
"Yamaha";"YZ 125";"2000";"WB6015"
"Yamaha";"YZ 250";"1998";"WB6016"
"Yamaha";"YZ 250";"1988";"WB6017"
"Yamaha";"YZ 250";"1989";"WB6017"
"Yamaha";"YZ 250";"1990";"WB6017"
"Yamaha";"YZ 250";"1991";"WB6017"
"Yamaha";"YZ 250";"1992";"WB6017"
"Yamaha";"YZ 250";"1993";"WB6017"
"Yamaha";"YZ 250";"1994";"WB6017"
"Yamaha";"YZ 250";"1995";"WB6017"
"Yamaha";"YZ 250";"1996";"WB6017"
"Yamaha";"YZ 250";"1997";"WB6017"
"Yamaha";"YZ 125";"1985";"WB6019"
"Yamaha";"YZ 125";"1985";"WB6020"
"Yamaha";"DT 125 R";"2005";"WB6022"
"Yamaha";"DT 125 R";"2006";"WB6022"
"Yamaha";"YZ 250";"2001";"WB6023"
"Yamaha";"YZ 250";"2002";"WB6023"
"Yamaha";"YZ 250";"2003";"WB6023"
"Yamaha";"YZ 250";"2004";"WB6023"
"Yamaha";"YZ 250";"2005";"WB6023"
"Yamaha";"YZ 250";"2006";"WB6023"
"Yamaha";"YZ 250";"2007";"WB6023"
"Yamaha";"YZ 250";"2008";"WB6023"
"Yamaha";"YZ 250";"2009";"WB6023"
"Yamaha";"YZ 250";"2010";"WB6023"
"Yamaha";"YZ 250";"2011";"WB6023"
"Yamaha";"YZ 250";"2012";"WB6023"
"Yamaha";"YZ 250";"2013";"WB6023"
"Yamaha";"YZ 250";"2014";"WB6023"
"Yamaha";"YZ 250";"2015";"WB6023"
"Yamaha";"YZ 250";"2016";"WB6023"
"Yamaha";"YZ 250";"2017";"WB6023"
"Yamaha";"YZ 250";"2018";"WB6023"
"Yamaha";"YZ 250";"2019";"WB6023"
"Yamaha";"YZ 250";"2020";"WB6023"
"Yamaha";"YZ 250";"2021";"WB6023"
"Yamaha";"YZ 250";"2022";"WB6023"
"Yamaha";"YZ 250";"2023";"WB6023"
"Yamaha";"YZ 250";"2024";"WB6023"
"Yamaha";"YZ 250";"1985";"WB6028"
"Yamaha";"YZ 250";"1986";"WB6028"
"Yamaha";"YZ 250";"1987";"WB6028"
"Yamaha";"YZ 465";"1985";"WB6028"
"Yamaha";"YZ 490";"1985";"WB6028"
"Yamaha";"YZ 490";"1986";"WB6028"
"Yamaha";"YZ 490";"1987";"WB6028"
"Yamaha";"YZ 490";"1988";"WB6028"
"Yamaha";"YZ 490";"1989";"WB6028"
"Yamaha";"YZ 490";"1990";"WB6028"
"Suzuki";"RM 80";"1985";"WB6029"
"Suzuki";"RM 125";"1985";"WB6030"
"Suzuki";"RM 80";"1986";"WB6031"
"Suzuki";"RM 80";"1987";"WB6031"
"Suzuki";"RM 80";"1988";"WB6031"
"Suzuki";"RM 125";"1986";"WB6032"
"Suzuki";"RM 125";"1987";"WB6032"
"Suzuki";"RM 125";"1988";"WB6032"
"Suzuki";"RM 125";"1989";"WB6033"
"Suzuki";"RM 125";"1990";"WB6033"
"Suzuki";"RM 125";"1991";"WB6033"
"Suzuki";"RM 125";"1992";"WB6033"
"Suzuki";"RM 125";"1993";"WB6033"
"Suzuki";"RM 125";"1994";"WB6033"
"Suzuki";"RM 125";"1995";"WB6033"
"Suzuki";"RM 125";"1996";"WB6033"
"Suzuki";"RM 125";"1997";"WB6033"
"Suzuki";"RM 125";"1998";"WB6033"
"Suzuki";"RM 80";"1989";"WB6033"
"Suzuki";"RM 80";"1990";"WB6033"
"Suzuki";"RM 80";"1991";"WB6033"
"Suzuki";"RM 80";"1992";"WB6033"
"Suzuki";"RM 80";"1993";"WB6033"
"Suzuki";"RM 80";"1994";"WB6033"
"Suzuki";"RM 80";"1995";"WB6033"
"Suzuki";"RM 80";"1996";"WB6033"
"Suzuki";"RM 80";"1997";"WB6033"
"Suzuki";"RM 80";"1998";"WB6033"
"Suzuki";"RM 125";"1999";"WB6034"
"Suzuki";"RM 125";"2000";"WB6034"
"Suzuki";"RM 125";"2001";"WB6034"
"Suzuki";"RM 125";"2002";"WB6034"
"Suzuki";"RM 125";"2003";"WB6034"
"Suzuki";"RM 125";"2004";"WB6034"
"Suzuki";"RM 125";"2005";"WB6034"
"Suzuki";"RM 125";"2006";"WB6034"
"Suzuki";"RM 125";"2007";"WB6034"
"Suzuki";"RM 125";"2008";"WB6034"
"Suzuki";"RM 125";"2009";"WB6034"
"Suzuki";"RM 125";"2010";"WB6034"
"Suzuki";"RM 125";"2011";"WB6034"
"Suzuki";"RM 80";"1999";"WB6034"
"Suzuki";"RM 80";"2000";"WB6034"
"Suzuki";"RM 80";"2001";"WB6034"
"Suzuki";"RM 85";"2002";"WB6034"
"Suzuki";"RM 85";"2003";"WB6034"
"Suzuki";"RM 85";"2004";"WB6034"
"Suzuki";"RM 85";"2005";"WB6034"
"Suzuki";"RM 85";"2006";"WB6034"
"Suzuki";"RM 85";"2007";"WB6034"
"Suzuki";"RM 85";"2008";"WB6034"
"Suzuki";"RM 85";"2009";"WB6034"
"Suzuki";"RM 85";"2010";"WB6034"
"Suzuki";"RM 85";"2011";"WB6034"
"Suzuki";"RM 85";"2012";"WB6034"
"Suzuki";"RM 85";"2013";"WB6034"
"Suzuki";"RM 85";"2014";"WB6034"
"Suzuki";"RM 85";"2015";"WB6034"
"Suzuki";"RM 85";"2016";"WB6034"
"Suzuki";"RM 85";"2017";"WB6034"
"Suzuki";"RM 85";"2018";"WB6034"
"Suzuki";"RM 85";"2019";"WB6034"
"Suzuki";"RM 85";"2020";"WB6034"
"Suzuki";"RM 85";"2021";"WB6034"
"Suzuki";"RM 85";"2022";"WB6034"
"Suzuki";"RM 85";"2023";"WB6034"
"Suzuki";"RM 80";"1985";"WB6036"
"Suzuki";"RM 125";"1985";"WB6037"
"Suzuki";"RM 250";"1985";"WB6038"
"Suzuki";"RM 250";"1986";"WB6039"
"Suzuki";"RM 250";"1987";"WB6039"
"Suzuki";"RM 250";"1988";"WB6039"
"Suzuki";"RM 250";"1989";"WB6039"
"Suzuki";"RM 250";"1990";"WB6039"
"Suzuki";"RM 250";"1991";"WB6039"
"Suzuki";"RM 250";"1992";"WB6039"
"Suzuki";"RM 250";"1993";"WB6039"
"Suzuki";"RM 250";"1994";"WB6040"
"Suzuki";"RM 250";"1995";"WB6040"
"Suzuki";"RM 125";"1985";"WB6041"
"Suzuki";"RM 250";"1996";"WB6044"
"Suzuki";"RM 250";"1997";"WB6044"
"Suzuki";"RM 250";"1998";"WB6044"
"Suzuki";"RM 250";"1999";"WB6044"
"Suzuki";"RMX 250";"1995";"WB6044"
"Suzuki";"RMX 250";"1996";"WB6044"
"Suzuki";"RMX 250";"1997";"WB6044"
"Suzuki";"RMX 250";"1998";"WB6044"
"Suzuki";"RM 250";"2000";"WB6045"
"Suzuki";"RM 250";"2001";"WB6045"
"Suzuki";"RM 250";"2002";"WB6045"
"Kawasaki";"KX 500";"1985";"WB6046"
"Kawasaki";"KX 500";"1986";"WB6046"
"Kawasaki";"KX 500";"1987";"WB6046"
"Kawasaki";"KX 500";"1988";"WB6046"
"Kawasaki";"KX 500";"1989";"WB6046"
"Kawasaki";"KX 500";"1990";"WB6046"
"Kawasaki";"KX 500";"1991";"WB6046"
"Kawasaki";"KX 500";"1992";"WB6046"
"Kawasaki";"KX 500";"1993";"WB6046"
"Kawasaki";"KX 500";"1994";"WB6046"
"Kawasaki";"KX 500";"1995";"WB6046"
"Kawasaki";"KX 500";"1996";"WB6046"
"Kawasaki";"KX 500";"1997";"WB6046"
"Kawasaki";"KX 500";"1998";"WB6046"
"Kawasaki";"KX 500";"1999";"WB6046"
"Kawasaki";"KX 500";"2000";"WB6046"
"Kawasaki";"KX 500";"2001";"WB6046"
"Kawasaki";"KX 500";"2002";"WB6046"
"Kawasaki";"KX 500";"2003";"WB6046"
"Kawasaki";"KX 500";"2004";"WB6046"
"Kawasaki";"KDX 250";"1985";"WB6048"
"Kawasaki";"KDX 250";"1991";"WB6050"
"Kawasaki";"KDX 250";"1992";"WB6050"
"Kawasaki";"KDX 250";"1993";"WB6050"
"Kawasaki";"KDX 250";"1994";"WB6050"
"Kawasaki";"KX 250 2T";"1985";"WB6050"
"Kawasaki";"KX 250 2T";"1986";"WB6050"
"Kawasaki";"KX 250 2T";"1987";"WB6050"
"Kawasaki";"KX 250 2T";"1988";"WB6050"
"Kawasaki";"KX 250 2T";"1989";"WB6050"
"Kawasaki";"KX 250 2T";"1990";"WB6050"
"Kawasaki";"KX 250 2T";"1991";"WB6050"
"Kawasaki";"KX 250 2T";"1992";"WB6050"
"Kawasaki";"KX 250 2T";"1993";"WB6050"
"Kawasaki";"KX 250 2T";"1994";"WB6050"
"Kawasaki";"KX 250 2T";"1995";"WB6050"
"Kawasaki";"KX 250 2T";"1996";"WB6050"
"Kawasaki";"KX 250 2T";"1997";"WB6050"
"Kawasaki";"KX 250 2T";"1998";"WB6050"
"Kawasaki";"KX 250 2T";"1999";"WB6050"
"Kawasaki";"KX 250 2T";"2000";"WB6050"
"Kawasaki";"KX 250 2T";"2001";"WB6050"
"Kawasaki";"KX 250 2T";"2002";"WB6050"
"Kawasaki";"KX 250 2T";"2003";"WB6050"
"Kawasaki";"KX 250 2T";"2004";"WB6050"
"Kawasaki";"KX 250 2T";"2005";"WB6050"
"Kawasaki";"KX 250 2T";"2006";"WB6050"
"Kawasaki";"KX 250 2T";"2007";"WB6050"
"Kawasaki";"KX 250 2T";"2008";"WB6050"
"Kawasaki";"KX 125";"1985";"WB6051"
"Kawasaki";"KX 125";"1986";"WB6051"
"Kawasaki";"KX 125";"1987";"WB6051"
"Kawasaki";"KX 125";"1985";"WB6052"
"Kawasaki";"KX 60";"1985";"WB6052"
"Kawasaki";"KX 80";"1985";"WB6052"
"Kawasaki";"KDX 200";"1985";"WB6054"
"Kawasaki";"KDX 200";"1986";"WB6054"
"Kawasaki";"KDX 200";"1987";"WB6054"
"Kawasaki";"KDX 200";"1988";"WB6054"
"Kawasaki";"KDX 200";"1989";"WB6054"
"Kawasaki";"KX 125";"1985";"WB6054"
"Kawasaki";"KX 100";"1998";"WB6056"
"Kawasaki";"KX 100";"1999";"WB6056"
"Kawasaki";"KX 100";"2000";"WB6056"
"Kawasaki";"KX 100";"2001";"WB6056"
"Kawasaki";"KX 100";"2002";"WB6056"
"Kawasaki";"KX 100";"2003";"WB6056"
"Kawasaki";"KX 100";"2004";"WB6056"
"Kawasaki";"KX 100";"2005";"WB6056"
"Kawasaki";"KX 100";"2006";"WB6056"
"Kawasaki";"KX 100";"2007";"WB6056"
"Kawasaki";"KX 100";"2008";"WB6056"
"Kawasaki";"KX 100";"2009";"WB6056"
"Kawasaki";"KX 100";"2010";"WB6056"
"Kawasaki";"KX 100";"2011";"WB6056"
"Kawasaki";"KX 100";"2012";"WB6056"
"Kawasaki";"KX 100";"2013";"WB6056"
"Kawasaki";"KX 100";"2014";"WB6056"
"Kawasaki";"KX 100";"2015";"WB6056"
"Kawasaki";"KX 100";"2016";"WB6056"
"Kawasaki";"KX 100";"2017";"WB6056"
"Kawasaki";"KX 100";"2018";"WB6056"
"Kawasaki";"KX 100";"2019";"WB6056"
"Kawasaki";"KX 100";"2020";"WB6056"
"Kawasaki";"KX 100";"2021";"WB6056"
"Kawasaki";"KX 60";"1985";"WB6056"
"Kawasaki";"KX 60";"1986";"WB6056"
"Kawasaki";"KX 60";"1987";"WB6056"
"Kawasaki";"KX 60";"1988";"WB6056"
"Kawasaki";"KX 60";"1989";"WB6056"
"Kawasaki";"KX 60";"1990";"WB6056"
"Kawasaki";"KX 60";"1991";"WB6056"
"Kawasaki";"KX 60";"1992";"WB6056"
"Kawasaki";"KX 60";"1993";"WB6056"
"Kawasaki";"KX 60";"1994";"WB6056"
"Kawasaki";"KX 60";"1995";"WB6056"
"Kawasaki";"KX 60";"1996";"WB6056"
"Kawasaki";"KX 60";"1997";"WB6056"
"Kawasaki";"KX 60";"1998";"WB6056"
"Kawasaki";"KX 60";"1999";"WB6056"
"Kawasaki";"KX 60";"2000";"WB6056"
"Kawasaki";"KX 60";"2001";"WB6056"
"Kawasaki";"KX 60";"2002";"WB6056"
"Kawasaki";"KX 60";"2003";"WB6056"
"Kawasaki";"KX 60";"2004";"WB6056"
"Kawasaki";"KX 65";"2000";"WB6056"
"Kawasaki";"KX 65";"2001";"WB6056"
"Kawasaki";"KX 65";"2002";"WB6056"
"Kawasaki";"KX 65";"2003";"WB6056"
"Kawasaki";"KX 65";"2004";"WB6056"
"Kawasaki";"KX 65";"2005";"WB6056"
"Kawasaki";"KX 65";"2006";"WB6056"
"Kawasaki";"KX 65";"2007";"WB6056"
"Kawasaki";"KX 65";"2008";"WB6056"
"Kawasaki";"KX 65";"2009";"WB6056"
"Kawasaki";"KX 65";"2010";"WB6056"
"Kawasaki";"KX 65";"2011";"WB6056"
"Kawasaki";"KX 65";"2012";"WB6056"
"Kawasaki";"KX 65";"2013";"WB6056"
"Kawasaki";"KX 65";"2014";"WB6056"
"Kawasaki";"KX 65";"2015";"WB6056"
"Kawasaki";"KX 65";"2016";"WB6056"
"Kawasaki";"KX 65";"2017";"WB6056"
"Kawasaki";"KX 65";"2018";"WB6056"
"Kawasaki";"KX 65";"2019";"WB6056"
"Kawasaki";"KX 65";"2020";"WB6056"
"Kawasaki";"KX 65";"2021";"WB6056"
"Kawasaki";"KX 65";"2022";"WB6056"
"Kawasaki";"KX 65";"2023";"WB6056"
"Kawasaki";"KX 65";"2024";"WB6056"
"Kawasaki";"KX 80";"1988";"WB6056"
"Kawasaki";"KX 80";"1989";"WB6056"
"Kawasaki";"KX 80";"1990";"WB6056"
"Kawasaki";"KX 80";"1991";"WB6056"
"Kawasaki";"KX 80";"1992";"WB6056"
"Kawasaki";"KX 80";"1993";"WB6056"
"Kawasaki";"KX 80";"1994";"WB6056"
"Kawasaki";"KX 80";"1995";"WB6056"
"Kawasaki";"KX 80";"1996";"WB6056"
"Kawasaki";"KX 80";"1997";"WB6056"
"Kawasaki";"KX 80";"1998";"WB6056"
"Kawasaki";"KX 80";"1999";"WB6056"
"Kawasaki";"KX 80";"2000";"WB6056"
"Kawasaki";"KX 85";"2001";"WB6056"
"Kawasaki";"KX 85";"2002";"WB6056"
"Kawasaki";"KX 85";"2003";"WB6056"
"Kawasaki";"KX 85";"2004";"WB6056"
"Kawasaki";"KX 85";"2005";"WB6056"
"Kawasaki";"KX 85";"2006";"WB6056"
"Kawasaki";"KX 85";"2007";"WB6056"
"Kawasaki";"KX 85";"2008";"WB6056"
"Kawasaki";"KX 85";"2009";"WB6056"
"Kawasaki";"KX 85";"2010";"WB6056"
"Kawasaki";"KX 85";"2011";"WB6056"
"Kawasaki";"KX 85";"2012";"WB6056"
"Kawasaki";"KX 85";"2013";"WB6056"
"Kawasaki";"KX 85";"2014";"WB6056"
"Kawasaki";"KX 85";"2015";"WB6056"
"Kawasaki";"KX 85";"2016";"WB6056"
"Kawasaki";"KX 85";"2017";"WB6056"
"Kawasaki";"KX 85";"2018";"WB6056"
"Kawasaki";"KX 85";"2019";"WB6056"
"Kawasaki";"KX 85";"2020";"WB6056"
"Kawasaki";"KX 85";"2021";"WB6056"
"Kawasaki";"KX 85";"2022";"WB6056"
"Kawasaki";"KX 85";"2023";"WB6056"
"Kawasaki";"KX 85";"2024";"WB6056"
"Suzuki";"RM 60";"2003";"WB6056"
"Suzuki";"RM 65";"2003";"WB6056"
"Suzuki";"RM 65";"2004";"WB6056"
"Suzuki";"RM 65";"2005";"WB6056"
"Kawasaki";"KX 125";"1985";"WB6057"
"Kawasaki";"KX 80";"1985";"WB6057"
"Kawasaki";"KX 125";"1988";"WB6058"
"Kawasaki";"KX 125";"1989";"WB6058"
"Kawasaki";"KX 125";"1990";"WB6058"
"Kawasaki";"KX 125";"1991";"WB6058"
"Kawasaki";"KX 125";"1992";"WB6058"
"Kawasaki";"KX 125";"1993";"WB6058"
"Kawasaki";"KX 125";"1994";"WB6058"
"Kawasaki";"KX 125";"1995";"WB6058"
"Kawasaki";"KX 125";"1996";"WB6058"
"Kawasaki";"KX 125";"1997";"WB6058"
"Kawasaki";"KX 125";"1998";"WB6058"
"Kawasaki";"KX 125";"1999";"WB6058"
"Kawasaki";"KX 125";"2000";"WB6058"
"Kawasaki";"KX 125";"2001";"WB6058"
"Kawasaki";"KX 125";"2002";"WB6058"
"Kawasaki";"KX 125";"2003";"WB6058"
"Kawasaki";"KX 125";"2004";"WB6058"
"Kawasaki";"KX 125";"2005";"WB6058"
"Kawasaki";"KX 125";"2006";"WB6058"
"Kawasaki";"KX 125";"2007";"WB6058"
"Kawasaki";"KX 125";"2008";"WB6058"
"Kawasaki";"KDX 200";"1992";"WB6059"
"Kawasaki";"KDX 200";"1993";"WB6059"
"Kawasaki";"KDX 200";"1994";"WB6059"
"Kawasaki";"KDX 200";"1995";"WB6059"
"Kawasaki";"KDX 200";"1996";"WB6059"
"Kawasaki";"KDX 200";"1997";"WB6059"
"Kawasaki";"KDX 200";"1998";"WB6059"
"Kawasaki";"KDX 200";"1999";"WB6059"
"Kawasaki";"KDX 200";"2000";"WB6059"
"Kawasaki";"KDX 200";"2001";"WB6059"
"Kawasaki";"KDX 200";"2002";"WB6059"
"Kawasaki";"KDX 200";"2003";"WB6059"
"Kawasaki";"KDX 200";"2004";"WB6059"
"Kawasaki";"KDX 200";"2005";"WB6059"
"Kawasaki";"KDX 200";"2006";"WB6059"
"Kawasaki";"KDX 220";"1998";"WB6059"
"Kawasaki";"KDX 220";"1999";"WB6059"
"Kawasaki";"KDX 220";"2000";"WB6059"
"Kawasaki";"KDX 220";"2001";"WB6059"
"Kawasaki";"KDX 220";"2002";"WB6059"
"Kawasaki";"KDX 220";"2003";"WB6059"
"Kawasaki";"KDX 220";"2004";"WB6059"
"Kawasaki";"KDX 220";"2005";"WB6059"
"Honda";"CRF 150 R";"2007";"WB6061"
"Honda";"CRF 150 R";"2008";"WB6061"
"Honda";"CRF 150 R";"2009";"WB6061"
"Honda";"CRF 150 R";"2010";"WB6061"
"Honda";"CRF 150 R";"2011";"WB6061"
"Honda";"CRF 150 R";"2012";"WB6061"
"Honda";"CRF 150 R";"2013";"WB6061"
"Honda";"CRF 150 R";"2014";"WB6061"
"Honda";"CRF 150 R";"2015";"WB6061"
"Honda";"CRF 150 R";"2016";"WB6061"
"Honda";"CRF 150 R";"2017";"WB6061"
"Honda";"CRF 150 R";"2018";"WB6061"
"Honda";"CRF 150 R";"2019";"WB6061"
"Honda";"CRF 150 R";"2020";"WB6061"
"Honda";"CRF 150 R";"2021";"WB6061"
"Honda";"CRF 150 R";"2022";"WB6061"
"Honda";"CRF 150 R";"2023";"WB6061"
"Honda";"CRF 150 R";"2024";"WB6061"
"Honda";"CRF 250 R";"2006";"WB6062"
"Honda";"CRF 250 R";"2007";"WB6062"
"Honda";"CRF 250 R";"2008";"WB6062"
"Honda";"CRF 250 R";"2009";"WB6062"
"Honda";"CRF 250 R";"2010";"WB6062"
"Honda";"CRF 250 R";"2011";"WB6062"
"Honda";"CRF 250 R";"2012";"WB6062"
"Honda";"CRF 250 R";"2013";"WB6062"
"Honda";"CRF 250 R";"2014";"WB6062"
"Honda";"CRF 250 R";"2015";"WB6062"
"Honda";"CRF 250 R";"2016";"WB6062"
"Honda";"CRF 250 R";"2017";"WB6062"
"Honda";"CRF 250 X";"2007";"WB6062"
"Honda";"CRF 250 X";"2008";"WB6062"
"Honda";"CRF 250 X";"2009";"WB6062"
"Honda";"CRF 250 X";"2010";"WB6062"
"Honda";"CRF 250 X";"2011";"WB6062"
"Honda";"CRF 250 X";"2012";"WB6062"
"Honda";"CRF 250 X";"2013";"WB6062"
"Honda";"CRF 250 X";"2014";"WB6062"
"Honda";"CRF 250 X";"2015";"WB6062"
"Honda";"CRF 250 X";"2016";"WB6062"
"Honda";"CRF 250 X";"2017";"WB6062"
"Honda";"CRF 450 R";"2006";"WB6062"
"Honda";"CRF 450 R";"2007";"WB6062"
"Honda";"CRF 450 R";"2008";"WB6062"
"Honda";"CRF 450 R";"2009";"WB6062"
"Honda";"CRF 450 R";"2010";"WB6062"
"Honda";"CRF 450 R";"2011";"WB6062"
"Honda";"CRF 450 R";"2012";"WB6062"
"Honda";"CRF 450 R";"2013";"WB6062"
"Honda";"CRF 450 R";"2014";"WB6062"
"Honda";"CRF 450 R";"2015";"WB6062"
"Honda";"CRF 450 R";"2016";"WB6062"
"Honda";"CRF 450 X";"2005";"WB6062"
"Honda";"CRF 450 X";"2006";"WB6062"
"Honda";"CRF 450 X";"2007";"WB6062"
"Honda";"CRF 450 X";"2008";"WB6062"
"Honda";"CRF 450 X";"2009";"WB6062"
"Honda";"CRF 450 X";"2010";"WB6062"
"Honda";"CRF 450 X";"2011";"WB6062"
"Honda";"CRF 450 X";"2012";"WB6062"
"Honda";"CRF 450 X";"2013";"WB6062"
"Honda";"CRF 450 X";"2014";"WB6062"
"Honda";"CRF 450 X";"2015";"WB6062"
"Honda";"CRF 450 X";"2016";"WB6062"
"Honda";"CRF 450 X";"2017";"WB6062"
"GasGas";"MC 125";"2021";"WB6066"
"GasGas";"MC 125";"2022";"WB6066"
"GasGas";"MC 125";"2023";"WB6066"
"Husaberg";"TE 125";"2012";"WB6066"
"Husaberg";"TE 125";"2013";"WB6066"
"Husaberg";"TE 125";"2014";"WB6066"
"Husqvarna";"TC 125";"2014";"WB6066"
"Husqvarna";"TC 125";"2015";"WB6066"
"Husqvarna";"TC 125";"2016";"WB6066"
"Husqvarna";"TC 125";"2017";"WB6066"
"Husqvarna";"TC 125";"2018";"WB6066"
"Husqvarna";"TC 125";"2019";"WB6066"
"Husqvarna";"TC 125";"2020";"WB6066"
"Husqvarna";"TC 125";"2021";"WB6066"
"Husqvarna";"TC 125";"2022";"WB6066"
"Husqvarna";"TC 125";"2023";"WB6066"
"Husqvarna";"TE 125";"2014";"WB6066"
"Husqvarna";"TE 125";"2015";"WB6066"
"Husqvarna";"TE 125";"2016";"WB6066"
"Husqvarna";"TE 150";"2017";"WB6066"
"Husqvarna";"TE 150";"2018";"WB6066"
"Husqvarna";"TE 150";"2019";"WB6066"
"Husqvarna";"TE 150";"2020";"WB6066"
"Husqvarna";"TE 150";"2021";"WB6066"
"Husqvarna";"TE 150";"2022";"WB6066"
"Husqvarna";"TE 150";"2023";"WB6066"
"Husqvarna";"TE 125";"2017";"WB6066"
"Husqvarna";"TE 125";"2018";"WB6066"
"Husqvarna";"TE 125";"2019";"WB6066"
"KTM";"125 EXC";"1998";"WB6066"
"KTM";"125 EXC";"1999";"WB6066"
"KTM";"125 EXC";"2000";"WB6066"
"KTM";"125 EXC";"2001";"WB6066"
"KTM";"125 EXC";"2002";"WB6066"
"KTM";"125 EXC";"2003";"WB6066"
"KTM";"125 EXC";"2004";"WB6066"
"KTM";"125 EXC";"2005";"WB6066"
"KTM";"125 EXC";"2006";"WB6066"
"KTM";"125 EXC";"2007";"WB6066"
"KTM";"125 EXC";"2008";"WB6066"
"KTM";"125 EXC";"2009";"WB6066"
"KTM";"125 EXC";"2010";"WB6066"
"KTM";"125 EXC";"2011";"WB6066"
"KTM";"125 EXC";"2012";"WB6066"
"KTM";"125 EXC";"2013";"WB6066"
"KTM";"125 EXC";"2014";"WB6066"
"KTM";"125 EXC";"2015";"WB6066"
"KTM";"125 EXC";"2016";"WB6066"
"KTM";"125 SX";"1998";"WB6066"
"KTM";"125 SX";"1999";"WB6066"
"KTM";"125 SX";"2000";"WB6066"
"KTM";"125 SX";"2001";"WB6066"
"KTM";"125 SX";"2002";"WB6066"
"KTM";"125 SX";"2003";"WB6066"
"KTM";"125 SX";"2004";"WB6066"
"KTM";"125 SX";"2005";"WB6066"
"KTM";"125 SX";"2006";"WB6066"
"KTM";"125 SX";"2007";"WB6066"
"KTM";"125 SX";"2008";"WB6066"
"KTM";"125 SX";"2009";"WB6066"
"KTM";"125 SX";"2010";"WB6066"
"KTM";"125 SX";"2011";"WB6066"
"KTM";"125 SX";"2012";"WB6066"
"KTM";"125 SX";"2013";"WB6066"
"KTM";"125 SX";"2014";"WB6066"
"KTM";"125 SX";"2015";"WB6066"
"KTM";"125 SX";"2016";"WB6066"
"KTM";"125 SX";"2017";"WB6066"
"KTM";"125 SX";"2018";"WB6066"
"KTM";"125 SX";"2019";"WB6066"
"KTM";"125 SX";"2020";"WB6066"
"KTM";"125 SX";"2021";"WB6066"
"KTM";"125 SX";"2022";"WB6066"
"KTM";"125 SX";"2023";"WB6066"
"KTM";"144 SX";"2008";"WB6066"
"KTM";"150 EXC";"2020";"WB6066"
"KTM";"150 EXC";"2021";"WB6066"
"KTM";"150 EXC";"2022";"WB6066"
"KTM";"150 EXC";"2023";"WB6066"
"KTM";"150 SX";"2009";"WB6066"
"KTM";"150 SX";"2010";"WB6066"
"KTM";"150 SX";"2011";"WB6066"
"KTM";"150 SX";"2012";"WB6066"
"KTM";"150 SX";"2013";"WB6066"
"KTM";"150 SX";"2014";"WB6066"
"KTM";"150 SX";"2015";"WB6066"
"KTM";"150 SX";"2016";"WB6066"
"KTM";"150 SX";"2017";"WB6066"
"KTM";"150 SX";"2018";"WB6066"
"KTM";"150 SX";"2019";"WB6066"
"KTM";"150 SX";"2020";"WB6066"
"KTM";"150 SX";"2021";"WB6066"
"KTM";"150 SX";"2022";"WB6066"
"KTM";"200 EXC";"1998";"WB6066"
"KTM";"200 EXC";"1999";"WB6066"
"KTM";"200 EXC";"2000";"WB6066"
"KTM";"200 EXC";"2001";"WB6066"
"KTM";"200 EXC";"2002";"WB6066"
"KTM";"200 EXC";"2003";"WB6066"
"KTM";"200 EXC";"2004";"WB6066"
"KTM";"200 EXC";"2005";"WB6066"
"KTM";"200 EXC";"2006";"WB6066"
"KTM";"200 EXC";"2007";"WB6066"
"KTM";"200 EXC";"2008";"WB6066"
"KTM";"200 EXC";"2009";"WB6066"
"KTM";"200 EXC";"2010";"WB6066"
"KTM";"200 EXC";"2011";"WB6066"
"KTM";"200 EXC";"2012";"WB6066"
"KTM";"200 EXC";"2013";"WB6066"
"KTM";"200 EXC";"2014";"WB6066"
"KTM";"200 EXC";"2015";"WB6066"
"KTM";"200 EXC";"2016";"WB6066"
"KTM";"200 SX";"2003";"WB6066"
"KTM";"200 SX";"2004";"WB6066"
"KTM";"200 SX";"2005";"WB6066"
"Beta";"RR 250 Enduro 2T";"2013";"WB6067"
"Beta";"RR 250 Enduro 2T";"2014";"WB6067"
"Beta";"RR 250 Enduro 2T";"2015";"WB6067"
"Beta";"RR 250 Enduro 2T";"2016";"WB6067"
"Beta";"RR 250 Enduro 2T";"2017";"WB6067"
"Beta";"RR 250 Enduro 2T";"2018";"WB6067"
"Beta";"RR 250 Enduro 2T";"2019";"WB6067"
"Beta";"RR 250 Enduro 2T";"2020";"WB6067"
"Beta";"RR 250 Enduro 2T";"2021";"WB6067"
"Beta";"RR 250 Enduro 2T";"2022";"WB6067"
"Beta";"RR 250 Enduro 2T";"2023";"WB6067"
"Beta";"RR 250 Enduro 2T";"2024";"WB6067"
"Beta";"RR 300 Enduro 2T";"2013";"WB6067"
"Beta";"RR 300 Enduro 2T";"2014";"WB6067"
"Beta";"RR 300 Enduro 2T";"2015";"WB6067"
"Beta";"RR 300 Enduro 2T";"2016";"WB6067"
"Beta";"RR 300 Enduro 2T";"2017";"WB6067"
"Beta";"RR 300 Enduro 2T";"2018";"WB6067"
