marca;modelo;ano;products_ref
"Yamaha";"WR 450 F";"2007";"W4786M09700"
"Yamaha";"WR 450 F";"2008";"W4786M09700"
"Yamaha";"WR 450 F";"2009";"W4786M09700"
"Yamaha";"WR 450 F";"2010";"W4786M09700"
"Yamaha";"WR 450 F";"2011";"W4786M09700"
"Yamaha";"WR 450 F";"2012";"W4786M09700"
"Yamaha";"WR 450 F";"2013";"W4786M09700"
"Yamaha";"WR 450 F";"2014";"W4786M09700"
"Yamaha";"WR 450 F";"2015";"W4786M09700"
"Yamaha";"YZ 450 F";"2003";"W4786M09700"
"Yamaha";"YZ 450 F";"2004";"W4786M09700"
"Yamaha";"YZ 450 F";"2005";"W4786M09700"
"Yamaha";"YZ 450 F";"2006";"W4786M09700"
"Yamaha";"YZ 450 F";"2007";"W4786M09700"
"Yamaha";"YZ 450 F";"2008";"W4786M09700"
"Yamaha";"YZ 450 F";"2009";"W4786M09700"
"Yamaha";"YZ 490";"1985";"W478M08700"
"Yamaha";"YZ 490";"1985";"W478M08750"
"Yamaha";"YZ 490";"1985";"W478M08800"
"Yamaha";"YZ 490";"1985";"W478M08850"
"Yamaha";"YZ 490";"1985";"W478M08900"
"Honda";"XR 400 R";"1996";"W4794M08900"
"Honda";"XR 400 R";"1997";"W4794M08900"
"Honda";"XR 400 R";"1998";"W4794M08900"
"Honda";"XR 400 R";"1999";"W4794M08900"
"Honda";"XR 400 R";"2000";"W4794M08900"
"Honda";"XR 400 R";"2001";"W4794M08900"
"Honda";"XR 400 R";"2002";"W4794M08900"
"Honda";"XR 400 R";"2003";"W4794M08900"
"Honda";"XR 400 R";"2004";"W4794M08900"
"Kawasaki";"KLX 400 R";"2003";"W4795M09450"
"Suzuki";"DR-Z 400";"2000";"W4795M09450"
"Suzuki";"DR-Z 400";"2001";"W4795M09450"
"Suzuki";"DR-Z 400";"2002";"W4795M09450"
"Suzuki";"DR-Z 400";"2003";"W4795M09450"
"Suzuki";"DR-Z 400";"2004";"W4795M09450"
"Suzuki";"DR-Z 400";"2005";"W4795M09450"
"Suzuki";"DR-Z 400";"2006";"W4795M09450"
"Suzuki";"DR-Z 400";"2007";"W4795M09450"
"Suzuki";"DR-Z 400";"2008";"W4795M09450"
"Suzuki";"DR-Z 400";"2009";"W4795M09450"
"Suzuki";"DR-Z 400";"2010";"W4795M09450"
"Suzuki";"DR-Z 400";"2011";"W4795M09450"
"Suzuki";"DR-Z 400";"2012";"W4795M09450"
"Suzuki";"DR-Z 400";"2013";"W4795M09450"
"Suzuki";"DR-Z 400";"2014";"W4795M09450"
"Suzuki";"DR-Z 400";"2015";"W4795M09450"
"Suzuki";"DR-Z 400";"2016";"W4795M09450"
"Suzuki";"DR-Z 400";"2017";"W4795M09450"
"Suzuki";"DR-Z 400";"2018";"W4795M09450"
"Suzuki";"DR-Z 400";"2019";"W4795M09450"
"Suzuki";"DR-Z 400";"2020";"W4795M09450"
"Suzuki";"DR-Z 400";"2021";"W4795M09450"
"Suzuki";"DR-Z 400";"2022";"W4795M09450"
"Suzuki";"DR-Z 400";"2023";"W4795M09450"
"Suzuki";"DR-Z 400";"2024";"W4795M09450"
"Kawasaki";"KLX 400 R";"2003";"W4796M09450"
"Suzuki";"DR-Z 400";"2000";"W4796M09450"
"Suzuki";"DR-Z 400";"2001";"W4796M09450"
"Suzuki";"DR-Z 400";"2002";"W4796M09450"
"Suzuki";"DR-Z 400";"2003";"W4796M09450"
"Suzuki";"DR-Z 400";"2004";"W4796M09450"
"Suzuki";"DR-Z 400";"2005";"W4796M09450"
"Suzuki";"DR-Z 400";"2006";"W4796M09450"
"Suzuki";"DR-Z 400";"2007";"W4796M09450"
"Suzuki";"DR-Z 400";"2008";"W4796M09450"
"Suzuki";"DR-Z 400";"2009";"W4796M09450"
"Suzuki";"DR-Z 400";"2010";"W4796M09450"
"Suzuki";"DR-Z 400";"2011";"W4796M09450"
"Suzuki";"DR-Z 400";"2012";"W4796M09450"
"Suzuki";"DR-Z 400";"2013";"W4796M09450"
"Suzuki";"DR-Z 400";"2014";"W4796M09450"
"Suzuki";"DR-Z 400";"2015";"W4796M09450"
"Suzuki";"DR-Z 400";"2016";"W4796M09450"
"Suzuki";"DR-Z 400";"2017";"W4796M09450"
"Suzuki";"DR-Z 400";"2018";"W4796M09450"
"Suzuki";"DR-Z 400";"2019";"W4796M09450"
"Suzuki";"DR-Z 400";"2020";"W4796M09450"
"Suzuki";"DR-Z 400";"2021";"W4796M09450"
"Suzuki";"DR-Z 400";"2022";"W4796M09450"
"Suzuki";"DR-Z 400";"2023";"W4796M09450"
"Suzuki";"DR-Z 400";"2024";"W4796M09450"
"Yamaha";"TT 600";"1985";"W4797M09500"
"Yamaha";"TT 600";"1986";"W4797M09500"
"Yamaha";"TT 600";"1987";"W4797M09500"
"Yamaha";"TT 600";"1988";"W4797M09500"
"Yamaha";"TT 600";"1989";"W4797M09500"
"Yamaha";"TT 600";"1990";"W4797M09500"
"Yamaha";"TT 600";"1991";"W4797M09500"
"Yamaha";"TT 600";"1992";"W4797M09500"
"Yamaha";"TT 600";"1993";"W4797M09500"
"Yamaha";"TT 600";"1994";"W4797M09500"
"Yamaha";"TT 600";"1995";"W4797M09500"
"Yamaha";"TT 600";"1996";"W4797M09500"
"Yamaha";"TT 600";"1997";"W4797M09500"
"Yamaha";"TT 600";"1998";"W4797M09500"
"Yamaha";"TT 600";"1999";"W4797M09500"
"Yamaha";"TT 600";"2000";"W4797M09500"
"Yamaha";"TT 600";"2001";"W4797M09500"
"Yamaha";"TT 600";"2002";"W4797M09500"
"Yamaha";"TT 600";"2003";"W4797M09500"
"Yamaha";"TT 600";"2004";"W4797M09500"
"Yamaha";"XT 600";"1985";"W4797M09500"
"Yamaha";"XT 600";"1986";"W4797M09500"
"Yamaha";"XT 600";"1987";"W4797M09500"
"Yamaha";"XT 600";"1988";"W4797M09500"
"Yamaha";"XT 600";"1989";"W4797M09500"
"Yamaha";"XT 600";"1990";"W4797M09500"
"Yamaha";"XT 600";"1991";"W4797M09500"
"Yamaha";"XT 600";"1992";"W4797M09500"
"Yamaha";"XT 600";"1993";"W4797M09500"
"Yamaha";"XT 600";"1994";"W4797M09500"
"Yamaha";"XT 600";"1995";"W4797M09500"
"Yamaha";"XT 600";"1996";"W4797M09500"
"Yamaha";"XT 600";"1997";"W4797M09500"
"Yamaha";"XT 600";"1998";"W4797M09500"
"Yamaha";"XT 600";"1999";"W4797M09500"
"Yamaha";"XT 600";"2000";"W4797M09500"
"Yamaha";"XT 600";"2001";"W4797M09500"
"Yamaha";"XT 600";"2002";"W4797M09500"
"Yamaha";"XT 600";"2003";"W4797M09500"
"Yamaha";"XT 600";"2004";"W4797M09500"
"Yamaha";"TT 600";"1985";"W4797M09600"
"Yamaha";"TT 600";"1986";"W4797M09600"
"Yamaha";"TT 600";"1987";"W4797M09600"
"Yamaha";"TT 600";"1988";"W4797M09600"
"Yamaha";"TT 600";"1989";"W4797M09600"
"Yamaha";"TT 600";"1990";"W4797M09600"
"Yamaha";"TT 600";"1991";"W4797M09600"
"Yamaha";"TT 600";"1992";"W4797M09600"
"Yamaha";"TT 600";"1993";"W4797M09600"
"Yamaha";"TT 600";"1994";"W4797M09600"
"Yamaha";"TT 600";"1995";"W4797M09600"
"Yamaha";"TT 600";"1996";"W4797M09600"
"Yamaha";"TT 600";"1997";"W4797M09600"
"Yamaha";"TT 600";"1998";"W4797M09600"
"Yamaha";"TT 600";"1999";"W4797M09600"
"Yamaha";"TT 600";"2000";"W4797M09600"
"Yamaha";"TT 600";"2001";"W4797M09600"
"Yamaha";"TT 600";"2002";"W4797M09600"
"Yamaha";"TT 600";"2003";"W4797M09600"
"Yamaha";"TT 600";"2004";"W4797M09600"
"Yamaha";"XT 600";"1985";"W4797M09600"
"Yamaha";"XT 600";"1986";"W4797M09600"
"Yamaha";"XT 600";"1987";"W4797M09600"
"Yamaha";"XT 600";"1988";"W4797M09600"
"Yamaha";"XT 600";"1989";"W4797M09600"
"Yamaha";"XT 600";"1990";"W4797M09600"
"Yamaha";"XT 600";"1991";"W4797M09600"
"Yamaha";"XT 600";"1992";"W4797M09600"
"Yamaha";"XT 600";"1993";"W4797M09600"
"Yamaha";"XT 600";"1994";"W4797M09600"
"Yamaha";"XT 600";"1995";"W4797M09600"
"Yamaha";"XT 600";"1996";"W4797M09600"
"Yamaha";"XT 600";"1997";"W4797M09600"
"Yamaha";"XT 600";"1998";"W4797M09600"
"Yamaha";"XT 600";"1999";"W4797M09600"
"Yamaha";"XT 600";"2000";"W4797M09600"
"Yamaha";"XT 600";"2001";"W4797M09600"
"Yamaha";"XT 600";"2002";"W4797M09600"
"Yamaha";"XT 600";"2003";"W4797M09600"
"Yamaha";"XT 600";"2004";"W4797M09600"
"Yamaha";"TT 600";"1985";"W4797M09700"
"Yamaha";"TT 600";"1986";"W4797M09700"
"Yamaha";"TT 600";"1987";"W4797M09700"
"Yamaha";"TT 600";"1988";"W4797M09700"
"Yamaha";"TT 600";"1989";"W4797M09700"
"Yamaha";"TT 600";"1990";"W4797M09700"
"Yamaha";"TT 600";"1991";"W4797M09700"
"Yamaha";"TT 600";"1992";"W4797M09700"
"Yamaha";"TT 600";"1993";"W4797M09700"
"Yamaha";"TT 600";"1994";"W4797M09700"
"Yamaha";"TT 600";"1995";"W4797M09700"
"Yamaha";"TT 600";"1996";"W4797M09700"
"Yamaha";"TT 600";"1997";"W4797M09700"
"Yamaha";"TT 600";"1998";"W4797M09700"
"Yamaha";"TT 600";"1999";"W4797M09700"
"Yamaha";"TT 600";"2000";"W4797M09700"
"Yamaha";"TT 600";"2001";"W4797M09700"
"Yamaha";"TT 600";"2002";"W4797M09700"
"Yamaha";"TT 600";"2003";"W4797M09700"
"Yamaha";"TT 600";"2004";"W4797M09700"
"Yamaha";"XT 600";"1985";"W4797M09700"
"Yamaha";"XT 600";"1986";"W4797M09700"
"Yamaha";"XT 600";"1987";"W4797M09700"
"Yamaha";"XT 600";"1988";"W4797M09700"
"Yamaha";"XT 600";"1989";"W4797M09700"
"Yamaha";"XT 600";"1990";"W4797M09700"
"Yamaha";"XT 600";"1991";"W4797M09700"
"Yamaha";"XT 600";"1992";"W4797M09700"
"Yamaha";"XT 600";"1993";"W4797M09700"
"Yamaha";"XT 600";"1994";"W4797M09700"
"Yamaha";"XT 600";"1995";"W4797M09700"
"Yamaha";"XT 600";"1996";"W4797M09700"
"Yamaha";"XT 600";"1997";"W4797M09700"
"Yamaha";"XT 600";"1998";"W4797M09700"
"Yamaha";"XT 600";"1999";"W4797M09700"
"Yamaha";"XT 600";"2000";"W4797M09700"
"Yamaha";"XT 600";"2001";"W4797M09700"
"Yamaha";"XT 600";"2002";"W4797M09700"
"Yamaha";"XT 600";"2003";"W4797M09700"
"Yamaha";"XT 600";"2004";"W4797M09700"
"Honda";"CRF 50 F";"2004";"W4798M03900"
"Honda";"CRF 50 F";"2005";"W4798M03900"
"Honda";"CRF 50 F";"2006";"W4798M03900"
"Honda";"CRF 50 F";"2007";"W4798M03900"
"Honda";"CRF 50 F";"2008";"W4798M03900"
"Honda";"CRF 50 F";"2009";"W4798M03900"
"Honda";"CRF 50 F";"2010";"W4798M03900"
"Honda";"CRF 50 F";"2011";"W4798M03900"
"Honda";"CRF 50 F";"2012";"W4798M03900"
"Honda";"CRF 50 F";"2013";"W4798M03900"
"Honda";"CRF 50 F";"2004";"W4798M03950"
"Honda";"CRF 50 F";"2005";"W4798M03950"
"Honda";"CRF 50 F";"2006";"W4798M03950"
"Honda";"CRF 50 F";"2007";"W4798M03950"
"Honda";"CRF 50 F";"2008";"W4798M03950"
"Honda";"CRF 50 F";"2009";"W4798M03950"
"Honda";"CRF 50 F";"2010";"W4798M03950"
"Honda";"CRF 50 F";"2011";"W4798M03950"
"Honda";"CRF 50 F";"2012";"W4798M03950"
"Honda";"CRF 50 F";"2013";"W4798M03950"
"Honda";"CRF 50 F";"2004";"W4798M04050"
"Honda";"CRF 50 F";"2005";"W4798M04050"
"Honda";"CRF 50 F";"2006";"W4798M04050"
"Honda";"CRF 50 F";"2007";"W4798M04050"
"Honda";"CRF 50 F";"2008";"W4798M04050"
"Honda";"CRF 50 F";"2009";"W4798M04050"
"Honda";"CRF 50 F";"2010";"W4798M04050"
"Honda";"CRF 50 F";"2011";"W4798M04050"
"Honda";"CRF 50 F";"2012";"W4798M04050"
"Honda";"CRF 50 F";"2013";"W4798M04050"
"Honda";"CRF 50 F";"2004";"W4798M04100"
"Honda";"CRF 50 F";"2005";"W4798M04100"
"Honda";"CRF 50 F";"2006";"W4798M04100"
"Honda";"CRF 50 F";"2007";"W4798M04100"
"Honda";"CRF 50 F";"2008";"W4798M04100"
"Honda";"CRF 50 F";"2009";"W4798M04100"
"Honda";"CRF 50 F";"2010";"W4798M04100"
"Honda";"CRF 50 F";"2011";"W4798M04100"
"Honda";"CRF 50 F";"2012";"W4798M04100"
"Honda";"CRF 50 F";"2013";"W4798M04100"
"KTM";"450 SMR";"2004";"W4805M09500"
"KTM";"450 SMR";"2005";"W4805M09500"
"KTM";"450 SMR";"2006";"W4805M09500"
"KTM";"450 SMR";"2007";"W4805M09500"
"KTM";"450 EXC-F";"2006";"W4805M09500"
"KTM";"450 SMR";"2004";"W4805M09700"
"KTM";"450 SMR";"2005";"W4805M09700"
"KTM";"450 SMR";"2006";"W4805M09700"
"KTM";"450 SMR";"2007";"W4805M09700"
"KTM";"450 EXC-F";"2006";"W4805M09700"
"KTM";"450 SMR";"2004";"W4806M09500"
"KTM";"450 SMR";"2005";"W4806M09500"
"KTM";"450 SMR";"2006";"W4806M09500"
"KTM";"450 SMR";"2007";"W4806M09500"
"KTM";"450 EXC-F";"2006";"W4806M09500"
"Suzuki";"DR-Z 125";"2003";"W4815M05700"
"Suzuki";"DR-Z 125";"2004";"W4815M05700"
"Suzuki";"DR-Z 125";"2005";"W4815M05700"
"Suzuki";"DR-Z 125";"2006";"W4815M05700"
"Suzuki";"DR-Z 125";"2007";"W4815M05700"
"Suzuki";"DR-Z 125";"2008";"W4815M05700"
"Suzuki";"DR-Z 125";"2009";"W4815M05700"
"Suzuki";"DR-Z 125";"2010";"W4815M05700"
"Suzuki";"DR-Z 125";"2011";"W4815M05700"
"Suzuki";"DR-Z 125";"2012";"W4815M05700"
"Suzuki";"DR-Z 125";"2013";"W4815M05700"
"Suzuki";"DR-Z 125";"2014";"W4815M05700"
"Suzuki";"DR-Z 125";"2015";"W4815M05700"
"Suzuki";"DR-Z 125";"2016";"W4815M05700"
"Suzuki";"DR-Z 125";"2017";"W4815M05700"
"Suzuki";"DR-Z 125";"2018";"W4815M05700"
"Suzuki";"DR-Z 125";"2019";"W4815M05700"
"Suzuki";"DR-Z 125";"2020";"W4815M05700"
"Suzuki";"DR-Z 125";"2021";"W4815M05700"
"Suzuki";"DR-Z 125";"2022";"W4815M05700"
"Suzuki";"DR-Z 125";"2003";"W4815M05800"
"Suzuki";"DR-Z 125";"2004";"W4815M05800"
"Suzuki";"DR-Z 125";"2005";"W4815M05800"
"Suzuki";"DR-Z 125";"2006";"W4815M05800"
"Suzuki";"DR-Z 125";"2007";"W4815M05800"
"Suzuki";"DR-Z 125";"2008";"W4815M05800"
"Suzuki";"DR-Z 125";"2009";"W4815M05800"
"Suzuki";"DR-Z 125";"2010";"W4815M05800"
"Suzuki";"DR-Z 125";"2011";"W4815M05800"
"Suzuki";"DR-Z 125";"2012";"W4815M05800"
"Suzuki";"DR-Z 125";"2013";"W4815M05800"
"Suzuki";"DR-Z 125";"2014";"W4815M05800"
"Suzuki";"DR-Z 125";"2015";"W4815M05800"
"Suzuki";"DR-Z 125";"2016";"W4815M05800"
"Suzuki";"DR-Z 125";"2017";"W4815M05800"
"Suzuki";"DR-Z 125";"2018";"W4815M05800"
"Suzuki";"DR-Z 125";"2019";"W4815M05800"
"Suzuki";"DR-Z 125";"2020";"W4815M05800"
"Suzuki";"DR-Z 125";"2021";"W4815M05800"
"Suzuki";"DR-Z 125";"2022";"W4815M05800"
"Suzuki";"DR-Z 125";"2003";"W4815M06100"
"Suzuki";"DR-Z 125";"2004";"W4815M06100"
"Suzuki";"DR-Z 125";"2005";"W4815M06100"
"Suzuki";"DR-Z 125";"2006";"W4815M06100"
"Suzuki";"DR-Z 125";"2007";"W4815M06100"
"Suzuki";"DR-Z 125";"2008";"W4815M06100"
"Suzuki";"DR-Z 125";"2009";"W4815M06100"
"Suzuki";"DR-Z 125";"2010";"W4815M06100"
"Suzuki";"DR-Z 125";"2011";"W4815M06100"
"Suzuki";"DR-Z 125";"2012";"W4815M06100"
"Suzuki";"DR-Z 125";"2013";"W4815M06100"
"Suzuki";"DR-Z 125";"2014";"W4815M06100"
"Suzuki";"DR-Z 125";"2015";"W4815M06100"
"Suzuki";"DR-Z 125";"2016";"W4815M06100"
"Suzuki";"DR-Z 125";"2017";"W4815M06100"
"Suzuki";"DR-Z 125";"2018";"W4815M06100"
"Suzuki";"DR-Z 125";"2019";"W4815M06100"
"Suzuki";"DR-Z 125";"2020";"W4815M06100"
"Suzuki";"DR-Z 125";"2021";"W4815M06100"
"Suzuki";"DR-Z 125";"2022";"W4815M06100"
"Honda";"CRF 450 R";"2002";"W4820M09600A"
"Honda";"CRF 450 R";"2003";"W4820M09600A"
"Honda";"CRF 450 R";"2004";"W4820M09600A"
"Honda";"CRF 450 R";"2005";"W4820M09600A"
"Honda";"CRF 450 R";"2006";"W4820M09600A"
"Honda";"CRF 450 R";"2007";"W4820M09600A"
"Honda";"CRF 450 R";"2008";"W4820M09600A"
"Honda";"CRF 450 X";"2005";"W4820M09600A"
"Honda";"CRF 450 X";"2006";"W4820M09600A"
"Honda";"CRF 450 X";"2007";"W4820M09600A"
"Honda";"CRF 450 X";"2008";"W4820M09600A"
"Honda";"CRF 450 X";"2009";"W4820M09600A"
"Honda";"CRF 450 X";"2010";"W4820M09600A"
"Honda";"CRF 450 X";"2011";"W4820M09600A"
"Honda";"CRF 450 X";"2012";"W4820M09600A"
"Honda";"CRF 450 X";"2013";"W4820M09600A"
"Honda";"CRF 450 X";"2014";"W4820M09600A"
"Honda";"CRF 450 X";"2015";"W4820M09600A"
"Honda";"CRF 450 X";"2016";"W4820M09600A"
"Honda";"CRF 450 X";"2017";"W4820M09600A"
"Honda";"CRF 450 R";"2002";"W4820M09600B"
"Honda";"CRF 450 R";"2003";"W4820M09600B"
"Honda";"CRF 450 R";"2004";"W4820M09600B"
"Honda";"CRF 450 R";"2005";"W4820M09600B"
"Honda";"CRF 450 R";"2006";"W4820M09600B"
"Honda";"CRF 450 R";"2007";"W4820M09600B"
"Honda";"CRF 450 R";"2008";"W4820M09600B"
"Honda";"CRF 450 X";"2005";"W4820M09600B"
"Honda";"CRF 450 X";"2006";"W4820M09600B"
"Honda";"CRF 450 X";"2007";"W4820M09600B"
"Honda";"CRF 450 X";"2008";"W4820M09600B"
"Honda";"CRF 450 X";"2009";"W4820M09600B"
"Honda";"CRF 450 X";"2010";"W4820M09600B"
"Honda";"CRF 450 X";"2011";"W4820M09600B"
"Honda";"CRF 450 X";"2012";"W4820M09600B"
"Honda";"CRF 450 X";"2013";"W4820M09600B"
"Honda";"CRF 450 X";"2014";"W4820M09600B"
"Honda";"CRF 450 X";"2015";"W4820M09600B"
"Honda";"CRF 450 X";"2016";"W4820M09600B"
"Honda";"CRF 450 X";"2017";"W4820M09600B"
"Honda";"CRF 450 R";"2002";"W4820M09600C"
"Honda";"CRF 450 R";"2003";"W4820M09600C"
"Honda";"CRF 450 R";"2004";"W4820M09600C"
"Honda";"CRF 450 R";"2005";"W4820M09600C"
"Honda";"CRF 450 R";"2006";"W4820M09600C"
"Honda";"CRF 450 R";"2007";"W4820M09600C"
"Honda";"CRF 450 R";"2008";"W4820M09600C"
"Honda";"CRF 450 X";"2005";"W4820M09600C"
"Honda";"CRF 450 X";"2006";"W4820M09600C"
"Honda";"CRF 450 X";"2007";"W4820M09600C"
"Honda";"CRF 450 X";"2008";"W4820M09600C"
"Honda";"CRF 450 X";"2009";"W4820M09600C"
"Honda";"CRF 450 X";"2010";"W4820M09600C"
"Honda";"CRF 450 X";"2011";"W4820M09600C"
"Honda";"CRF 450 X";"2012";"W4820M09600C"
"Honda";"CRF 450 X";"2013";"W4820M09600C"
"Honda";"CRF 450 X";"2014";"W4820M09600C"
"Honda";"CRF 450 X";"2015";"W4820M09600C"
"Honda";"CRF 450 X";"2016";"W4820M09600C"
"Honda";"CRF 450 X";"2017";"W4820M09600C"
"Honda";"CRF 450 R";"2002";"W4822M09600"
"Honda";"CRF 450 R";"2003";"W4822M09600"
"Honda";"CRF 450 R";"2004";"W4822M09600"
"Honda";"CRF 450 R";"2005";"W4822M09600"
"Honda";"CRF 450 R";"2006";"W4822M09600"
"Honda";"CRF 450 R";"2007";"W4822M09600"
"Honda";"CRF 450 R";"2008";"W4822M09600"
"Honda";"CRF 450 X";"2005";"W4822M09600"
"Honda";"CRF 450 X";"2006";"W4822M09600"
"Honda";"CRF 450 X";"2007";"W4822M09600"
"Honda";"CRF 450 X";"2008";"W4822M09600"
"Honda";"CRF 450 X";"2009";"W4822M09600"
"Honda";"CRF 450 X";"2010";"W4822M09600"
"Honda";"CRF 450 X";"2011";"W4822M09600"
"Honda";"CRF 450 X";"2012";"W4822M09600"
"Honda";"CRF 450 X";"2013";"W4822M09600"
"Honda";"CRF 450 X";"2014";"W4822M09600"
"Honda";"CRF 450 X";"2015";"W4822M09600"
"Honda";"CRF 450 X";"2016";"W4822M09600"
"Honda";"CRF 450 X";"2017";"W4822M09600"
"Honda";"CRF 450 R";"2002";"W4823M09600"
"Honda";"CRF 450 R";"2003";"W4823M09600"
"Honda";"CRF 450 R";"2004";"W4823M09600"
"Honda";"CRF 450 R";"2005";"W4823M09600"
"Honda";"CRF 450 R";"2006";"W4823M09600"
"Honda";"CRF 450 R";"2007";"W4823M09600"
"Honda";"CRF 450 R";"2008";"W4823M09600"
"Honda";"CRF 450 X";"2005";"W4823M09600"
"Honda";"CRF 450 X";"2006";"W4823M09600"
"Honda";"CRF 450 X";"2007";"W4823M09600"
"Honda";"CRF 450 X";"2008";"W4823M09600"
"Honda";"CRF 450 X";"2009";"W4823M09600"
"Honda";"CRF 450 X";"2010";"W4823M09600"
"Honda";"CRF 450 X";"2011";"W4823M09600"
"Honda";"CRF 450 X";"2012";"W4823M09600"
"Honda";"CRF 450 X";"2013";"W4823M09600"
"Honda";"CRF 450 X";"2014";"W4823M09600"
"Honda";"CRF 450 X";"2015";"W4823M09600"
"Honda";"CRF 450 X";"2016";"W4823M09600"
"Honda";"CRF 450 X";"2017";"W4823M09600"
"Honda";"CRF 250 R";"2004";"W4829M07800A"
"Honda";"CRF 250 R";"2005";"W4829M07800A"
"Honda";"CRF 250 R";"2006";"W4829M07800A"
"Honda";"CRF 250 R";"2007";"W4829M07800A"
"Honda";"CRF 250 X";"2004";"W4829M07800A"
"Honda";"CRF 250 X";"2005";"W4829M07800A"
"Honda";"CRF 250 X";"2006";"W4829M07800A"
"Honda";"CRF 250 X";"2007";"W4829M07800A"
"Honda";"CRF 250 X";"2008";"W4829M07800A"
"Honda";"CRF 250 X";"2009";"W4829M07800A"
"Honda";"CRF 250 X";"2010";"W4829M07800A"
"Honda";"CRF 250 X";"2011";"W4829M07800A"
"Honda";"CRF 250 X";"2012";"W4829M07800A"
"Honda";"CRF 250 X";"2013";"W4829M07800A"
"Honda";"CRF 250 X";"2014";"W4829M07800A"
"Honda";"CRF 250 X";"2015";"W4829M07800A"
"Honda";"CRF 250 X";"2016";"W4829M07800A"
"Honda";"CRF 250 X";"2017";"W4829M07800A"
"Honda";"CRF 250 R";"2004";"W4829M07800B"
"Honda";"CRF 250 R";"2005";"W4829M07800B"
"Honda";"CRF 250 R";"2006";"W4829M07800B"
"Honda";"CRF 250 R";"2007";"W4829M07800B"
"Honda";"CRF 250 X";"2004";"W4829M07800B"
"Honda";"CRF 250 X";"2005";"W4829M07800B"
"Honda";"CRF 250 X";"2006";"W4829M07800B"
"Honda";"CRF 250 X";"2007";"W4829M07800B"
"Honda";"CRF 250 X";"2008";"W4829M07800B"
"Honda";"CRF 250 X";"2009";"W4829M07800B"
"Honda";"CRF 250 X";"2010";"W4829M07800B"
"Honda";"CRF 250 X";"2011";"W4829M07800B"
"Honda";"CRF 250 X";"2012";"W4829M07800B"
"Honda";"CRF 250 X";"2013";"W4829M07800B"
"Honda";"CRF 250 X";"2014";"W4829M07800B"
"Honda";"CRF 250 X";"2015";"W4829M07800B"
"Honda";"CRF 250 X";"2016";"W4829M07800B"
"Honda";"CRF 250 X";"2017";"W4829M07800B"
"Honda";"CRF 250 R";"2004";"W4829M07800C"
"Honda";"CRF 250 R";"2005";"W4829M07800C"
"Honda";"CRF 250 R";"2006";"W4829M07800C"
"Honda";"CRF 250 R";"2007";"W4829M07800C"
"Honda";"CRF 250 X";"2004";"W4829M07800C"
"Honda";"CRF 250 X";"2005";"W4829M07800C"
"Honda";"CRF 250 X";"2006";"W4829M07800C"
"Honda";"CRF 250 X";"2007";"W4829M07800C"
"Honda";"CRF 250 X";"2008";"W4829M07800C"
"Honda";"CRF 250 X";"2009";"W4829M07800C"
"Honda";"CRF 250 X";"2010";"W4829M07800C"
"Honda";"CRF 250 X";"2011";"W4829M07800C"
"Honda";"CRF 250 X";"2012";"W4829M07800C"
"Honda";"CRF 250 X";"2013";"W4829M07800C"
"Honda";"CRF 250 X";"2014";"W4829M07800C"
"Honda";"CRF 250 X";"2015";"W4829M07800C"
"Honda";"CRF 250 X";"2016";"W4829M07800C"
"Honda";"CRF 250 X";"2017";"W4829M07800C"
"Yamaha";"YZ 450 F";"2004";"W4835M09500"
"Yamaha";"YZ 450 F";"2005";"W4835M09500"
"Yamaha";"YZ 450 F";"2006";"W4835M09500"
"Yamaha";"YZ 450 F";"2007";"W4835M09500"
"Yamaha";"YZ 450 F";"2008";"W4835M09500"
"Yamaha";"YZ 450 F";"2009";"W4835M09500"
"Yamaha";"YZ 450 F";"2010";"W4835M09500"
"Yamaha";"YZ 450 F";"2011";"W4835M09500"
"Yamaha";"YZ 450 F";"2012";"W4835M09500"
"Yamaha";"YZ 450 F";"2013";"W4835M09500"
"Yamaha";"YZ 450 F";"2004";"W4835M09600"
"Yamaha";"YZ 450 F";"2005";"W4835M09600"
"Yamaha";"YZ 450 F";"2006";"W4835M09600"
"Yamaha";"YZ 450 F";"2007";"W4835M09600"
"Yamaha";"YZ 450 F";"2008";"W4835M09600"
"Yamaha";"YZ 450 F";"2009";"W4835M09600"
"Yamaha";"YZ 450 F";"2010";"W4835M09600"
"Yamaha";"YZ 450 F";"2011";"W4835M09600"
"Yamaha";"YZ 450 F";"2012";"W4835M09600"
"Yamaha";"YZ 450 F";"2013";"W4835M09600"
"Kawasaki";"KX 250";"2004";"W4842M07700A"
"Kawasaki";"KX 250";"2005";"W4842M07700A"
"Suzuki";"RM-Z 250";"2004";"W4842M07700A"
"Suzuki";"RM-Z 250";"2005";"W4842M07700A"
"Suzuki";"RM-Z 250";"2006";"W4842M07700A"
"Kawasaki";"KX 250";"2004";"W4842M07700B"
"Kawasaki";"KX 250";"2005";"W4842M07700B"
"Suzuki";"RM-Z 250";"2004";"W4842M07700B"
"Suzuki";"RM-Z 250";"2005";"W4842M07700B"
"Suzuki";"RM-Z 250";"2006";"W4842M07700B"
"Kawasaki";"KX 250";"2004";"W4842M07700C"
"Kawasaki";"KX 250";"2005";"W4842M07700C"
"Suzuki";"RM-Z 250";"2004";"W4842M07700C"
"Suzuki";"RM-Z 250";"2005";"W4842M07700C"
"Suzuki";"RM-Z 250";"2006";"W4842M07700C"
"Kawasaki";"KX 250";"2004";"W4842M07900"
