REF MADRE;EAN PRODUCT;NOMBRE (SIN TALLA);MARCA;PVP S/IVA;ID IVA;PRODUCT CATEGORIA;CATEGORIAS;CARACTERISTICAS;GAMA;TIPO PRODUCT;PRODUCT;META-DESCRIPCION;URL IMGs;DESCRIPCION LARGA;ANCHURA;ALTURA;PROFUNDIDAD;PESO;ID DISPONIBILIDAD;ACTIVO;DISP. PEDIDOS;TEMPORADA;TALLAS;GENERO;EDAD;COLOR;REF COMBI;EAN COMBI;NOMBRE COMBI:TIPO;;REF;NOMBRE;PROVEEDOR;FAMILIA;SUBFAMILIA;P.COMPRA;PVP S/IVA;EAN;ALT 1;ALT 2;ALT 3;UNIDAD;LOTE;PESO;CODNC;LIBRE1=MARCA;LIBRE2=TEMPORADA;LIBRE3=PRODUCTO;LIBRE4=GAMA/MODELO
KSX1082;19010868;Radiador Izquierdo KSX HONDA CRF 450 R 2017-2020;KSX;131,164;20;Radiador;Radiadores;;;recambio;Radiador;Compra Recambios De Cross Y Enduro En Mx Zambrana 131,164 Al Mejor Precio;0;Replacement OEM Radiator</br></br><li>Compatible with Moose Racing radiator guards and braces</li><li>Easy mounting and perfect fitting, no modification required</li><li>Same dimensions as OEM</li><li>Includes radiator cap</li></br></br>;22,5;22,5;35;2;2;1;1;;;;;;;;;;KSX1082;RADIADOR IZQUIERDO KSX HONDA CRF 450 R 2017-2020;676;KSX;;64,9;131,164;19010868;19010868;1901-0868;;1;0;2;87089135;KSX;;RADIADOR;
KSX1091;19010906;Radiador Derecho KSX HONDA CRF 450 R 2021-2024;KSX;131,164;20;Radiador;Radiadores;;;recambio;Radiador;Compra Recambios De Cross Y Enduro En Mx Zambrana 131,164 Al Mejor Precio;0;Replacement OEM Radiator</br></br><li>Compatible with Moose Racing radiator guards and braces</li><li>Easy mounting and perfect fitting, no modification required</li><li>Same dimensions as OEM</li><li>Includes radiator cap</li></br></br>;21,5;21,5;35;2;2;1;1;;;;;;;;;;KSX1091;RADIADOR DERECHO KSX HONDA CRF 450 R 2021-2024;676;KSX;;64,9;131,164;19010906;19010906;1901-0906;;1;0;2;87141090;KSX;;RADIADOR;
KSX1092;19010907;Radiador Izquierdo KSX HONDA CRF 450 R 2021-2024;KSX;131,164;20;Radiador;Radiadores;;;recambio;Radiador;Compra Recambios De Cross Y Enduro En Mx Zambrana 131,164 Al Mejor Precio;0;Replacement OEM Radiator</br></br><li>Compatible with Moose Racing radiator guards and braces</li><li>Easy mounting and perfect fitting, no modification required</li><li>Same dimensions as OEM</li><li>Includes radiator cap</li></br></br>;21,5;21,5;34,5;2;2;1;1;;;;;;;;;;KSX1092;RADIADOR IZQUIERDO KSX HONDA CRF 450 R 2021-2024;676;KSX;;64,9;131,164;19010907;19010907;1901-0907;;1;0;2;87141090;KSX;;RADIADOR;
KSX4051;19010908;Radiador Derecho KSX YAMAHA WR 450 F 2016-2018;KSX;131,164;20;Radiador;Radiadores;;;recambio;Radiador;Compra Recambios De Cross Y Enduro En Mx Zambrana 131,164 Al Mejor Precio;https://mxzambrana.com/img-tmp/19010908.jpg;Radiator</br></br><li>Economical alternative to the original radiator</li><li>Same dimensions as OEM</li></br></br>;17;14;36,5;2;2;1;1;;;;;;;;;;KSX4051;RADIADOR DERECHO KSX YAMAHA WR 450 F 2016-2018;676;KSX;;64,9;131,164;19010908;19010908;1901-0908;;1;0;2;87141090;KSX;;RADIADOR;
KSX4052;19010909;Radiador Izquierdo KSX YAMAHA WR 450 F 2016-2018;KSX;131,164;20;Radiador;Radiadores;;;recambio;Radiador;Compra Recambios De Cross Y Enduro En Mx Zambrana 131,164 Al Mejor Precio;https://mxzambrana.com/img-tmp/19010909.jpg;Radiator</br></br><li>Economical alternative to the original radiator</li><li>Same dimensions as OEM</li></br></br>;16,5;9,5;33;2;2;1;1;;;;;;;;;;KSX4052;RADIADOR IZQUIERDO KSX YAMAHA WR 450 F 2016-2018;676;KSX;;55,17;131,164;19010909;19010909;1901-0909;;1;0;2;87141090;KSX;;RADIADOR;
KSX4061;19010910;Radiador Derecho KSX YAMAHA WR 250 F 2020-2024;KSX;131,164;20;Radiador;Radiadores;;;recambio;Radiador;Compra Recambios De Cross Y Enduro En Mx Zambrana 131,164 Al Mejor Precio;https://mxzambrana.com/img-tmp/19010910.jpg;Radiator</br></br><li>Economical alternative to the original radiator</li><li>Same dimensions as OEM</li></br></br>;16,5;14;36,5;2;2;1;1;;;;;;;;;;KSX4061;RADIADOR DERECHO KSX YAMAHA WR 250 F 2020-2024;676;KSX;;64,9;131,164;19010910;19010910;1901-0910;;1;0;2;87141090;KSX;;RADIADOR;
KSX5092;19010934;Radiador Izquierdo KSX GAS GAS EC 250 2024-2025;KSX;131,164;20;Radiador;Radiadores;;;recambio;Radiador;Compra Recambios De Cross Y Enduro En Mx Zambrana 131,164 Al Mejor Precio;https://mxzambrana.com/img-tmp/19010934.jpg;Radiator</br></br><li>Economical alternative to the original radiator</li><li>Same dimensions as OEM</li></br></br>;17,5;11,4;42,6;2;2;1;1;;;;;;;;;;KSX5092;RADIADOR IZQUIERDO KSX GAS GAS EC 250 2024-2025;676;KSX;;64,9;131,164;19010934;19010934;1901-0934;;1;0;2;87089135;KSX;;RADIADOR;
KSX5091;19010935;Radiador Derecho KSX GAS GAS EC 250 2024-2025;KSX;131,164;20;Radiador;Radiadores;;;recambio;Radiador;Compra Recambios De Cross Y Enduro En Mx Zambrana 131,164 Al Mejor Precio;https://mxzambrana.com/img-tmp/19010935.jpg;Radiator</br></br><li>Economical alternative to the original radiator</li><li>Same dimensions as OEM</li></br></br>;16,9;11,4;42,8;2;2;1;1;;;;;;;;;;KSX5091;RADIADOR DERECHO KSX GAS GAS EC 250 2024-2025;676;KSX;;64,9;131,164;19010935;19010935;1901-0935;;1;0;2;87089135;KSX;;RADIADOR;
KSX4072;19010936;Radiador Izquierdo KSX YAMAHA WR 450 F 2024-2024;KSX;131,164;20;Radiador;Radiadores;;;recambio;Radiador;Compra Recambios De Cross Y Enduro En Mx Zambrana 131,164 Al Mejor Precio;https://mxzambrana.com/img-tmp/19010936.jpg;Radiator</br></br><li>Economical alternative to the original radiator</li><li>Same dimensions as OEM</li></br></br>;19,7;14,7;39,8;2;2;1;1;;;;;;;;;;KSX4072;RADIADOR IZQUIERDO KSX YAMAHA WR 450 F 2024-2024;676;KSX;;64,9;131,164;19010936;19010936;1901-0936;;1;0;2;87089135;KSX;;RADIADOR;
KSX4071;19010937;Radiador Derecho KSX YAMAHA WR 450 F 2024-2024;KSX;131,164;20;Radiador;Radiadores;;;recambio;Radiador;Compra Recambios De Cross Y Enduro En Mx Zambrana 131,164 Al Mejor Precio;https://mxzambrana.com/img-tmp/19010937.jpg;Radiator</br></br><li>Economical alternative to the original radiator</li><li>Same dimensions as OEM</li></br></br>;19,7;14,7;39,8;2;2;1;1;;;;;;;;;;KSX4071;RADIADOR DERECHO KSX YAMAHA WR 450 F 2024-2024;676;KSX;;64,9;131,164;19010937;19010937;1901-0937;;1;0;2;87089135;KSX;;RADIADOR;
