REF MADRE;EAN PRODUCT;NOMBRE (SIN TALLA);MARCA;PVP +IVA;ID IVA;PRODUCT CATEGORIA;CATEGORIAS;CARACTERISTICAS;GAMA;FILTROS;PRODUCT;META-DESCRIPCION;URL IMGs;DESCRIPCION LARGA;ANCHURA;ALTURA;PROFUNDIDAD;PESO;ID DISPONIBILIDAD;ACTIVO;DISP. PEDIDOS;TEMPORADA;TALLAS;GENERO;EDAD;COLOR;REF COMBI;EAN COMBI;NOMBRE COMBI:TIPO;;REF;NOMBRE;PROVEEDOR;FAMILIA;SUBFAMILIA;P.COMPRA;PVP (+IVA);EAN;ALT 1;ALT 2;ALT 3;UNIDAD;LOTE;PESO;CODNC;LIBRE1=MARCA;LIBRE2=TEMPORADA;LIBRE3=PRODUCTO;LIBRE4=GAMA/MODELO
2196-011;;Botas Gaerne Fastback Endurance - Medianoche;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-011-1.jpg,https://mxzambrana.com/img-tmp/2196-011-2.jpg,https://mxzambrana.com/img-tmp/2196-011-3.jpg,https://mxzambrana.com/img-tmp/2196-011-4.jpg,https://mxzambrana.com/img-tmp/2196-011-5.jpg,https://mxzambrana.com/img-tmp/2196-011-6.jpg,https://mxzambrana.com/img-tmp/2196-011-7.jpg;;40;60;18;3;2;1;1;2025;45;Hombre;Adulto;;2196-45-011;8059571999253;Talla:select;;2174-46-074;BOTAS GAERNE SG12 - BLANCO - 46;787;GAE;;300,77;559,9;8,05957E+12;2174-074-46;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-011;;Botas Gaerne Fastback Endurance - Medianoche;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-011-1.jpg,https://mxzambrana.com/img-tmp/2196-011-2.jpg,https://mxzambrana.com/img-tmp/2196-011-3.jpg,https://mxzambrana.com/img-tmp/2196-011-4.jpg,https://mxzambrana.com/img-tmp/2196-011-5.jpg,https://mxzambrana.com/img-tmp/2196-011-6.jpg,https://mxzambrana.com/img-tmp/2196-011-7.jpg;;40;60;18;3;2;1;1;2025;46;Hombre;Adulto;;2196-46-011;8059571999260;Talla:select;;2174-47-074;BOTAS GAERNE SG12 - BLANCO - 47;787;GAE;;300,77;559,9;8,05957E+12;2174-074-47;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-011;;Botas Gaerne Fastback Endurance - Medianoche;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-011-1.jpg,https://mxzambrana.com/img-tmp/2196-011-2.jpg,https://mxzambrana.com/img-tmp/2196-011-3.jpg,https://mxzambrana.com/img-tmp/2196-011-4.jpg,https://mxzambrana.com/img-tmp/2196-011-5.jpg,https://mxzambrana.com/img-tmp/2196-011-6.jpg,https://mxzambrana.com/img-tmp/2196-011-7.jpg;;40;60;18;3;2;1;1;2025;47;Hombre;Adulto;;2196-47-011;8059571999277;Talla:select;;2174-48-074;BOTAS GAERNE SG12 - BLANCO - 48;787;GAE;;300,77;559,9;8,05957E+12;2174-074-48;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-011;;Botas Gaerne Fastback Endurance - Medianoche;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-011-1.jpg,https://mxzambrana.com/img-tmp/2196-011-2.jpg,https://mxzambrana.com/img-tmp/2196-011-3.jpg,https://mxzambrana.com/img-tmp/2196-011-4.jpg,https://mxzambrana.com/img-tmp/2196-011-5.jpg,https://mxzambrana.com/img-tmp/2196-011-6.jpg,https://mxzambrana.com/img-tmp/2196-011-7.jpg;;40;60;18;3;2;1;1;2025;48;Hombre;Adulto;;2196-48-011;8059571999284;Talla:select;;2174-49-074;BOTAS GAERNE SG12 - BLANCO - 49;787;GAE;;300,77;559,9;8,05957E+12;2174-074-49;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-011;;Botas Gaerne Fastback Endurance - Medianoche;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-011-1.jpg,https://mxzambrana.com/img-tmp/2196-011-2.jpg,https://mxzambrana.com/img-tmp/2196-011-3.jpg,https://mxzambrana.com/img-tmp/2196-011-4.jpg,https://mxzambrana.com/img-tmp/2196-011-5.jpg,https://mxzambrana.com/img-tmp/2196-011-6.jpg,https://mxzambrana.com/img-tmp/2196-011-7.jpg;;40;60;18;3;2;1;1;2025;49;Hombre;Adulto;;2196-49-011;8059571999291;Talla:select;;2174-41-105;BOTAS GAERNE SG12 - NEGRO/ROJO - 41;787;GAE;;300,77;559,9;8,05957E+12;2174-105-41;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-014;;Botas Gaerne Fastback Endurance - Camuflaje Nieve;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-014-1.jpg,https://mxzambrana.com/img-tmp/2196-014-2.jpg,https://mxzambrana.com/img-tmp/2196-014-3.jpg,https://mxzambrana.com/img-tmp/2196-014-4.jpg,https://mxzambrana.com/img-tmp/2196-014-5.jpg,https://mxzambrana.com/img-tmp/2196-014-6.jpg,https://mxzambrana.com/img-tmp/2196-014-7.jpg;;40;60;18;3;2;1;1;2025;39;Hombre;Adulto;;2196-39-014;8059571999420;Talla:select;;2174-42-105;BOTAS GAERNE SG12 - NEGRO/ROJO - 42;787;GAE;;300,77;559,9;8,05957E+12;2174-105-42;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-014;;Botas Gaerne Fastback Endurance - Camuflaje Nieve;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-014-1.jpg,https://mxzambrana.com/img-tmp/2196-014-2.jpg,https://mxzambrana.com/img-tmp/2196-014-3.jpg,https://mxzambrana.com/img-tmp/2196-014-4.jpg,https://mxzambrana.com/img-tmp/2196-014-5.jpg,https://mxzambrana.com/img-tmp/2196-014-6.jpg,https://mxzambrana.com/img-tmp/2196-014-7.jpg;;40;60;18;3;2;1;1;2025;39.5;Hombre;Adulto;;2196-39.5-014;8059571999437;Talla:select;;2174-43-105;BOTAS GAERNE SG12 - NEGRO/ROJO - 43;787;GAE;;300,77;559,9;8,05957E+12;2174-105-43;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-014;;Botas Gaerne Fastback Endurance - Camuflaje Nieve;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-014-1.jpg,https://mxzambrana.com/img-tmp/2196-014-2.jpg,https://mxzambrana.com/img-tmp/2196-014-3.jpg,https://mxzambrana.com/img-tmp/2196-014-4.jpg,https://mxzambrana.com/img-tmp/2196-014-5.jpg,https://mxzambrana.com/img-tmp/2196-014-6.jpg,https://mxzambrana.com/img-tmp/2196-014-7.jpg;;40;60;18;3;2;1;1;2025;40;Hombre;Adulto;;2196-40-014;8059571999444;Talla:select;;2174-44-105;BOTAS GAERNE SG12 - NEGRO/ROJO - 44;787;GAE;;300,77;559,9;8,05957E+12;2174-105-44;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-014;;Botas Gaerne Fastback Endurance - Camuflaje Nieve;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-014-1.jpg,https://mxzambrana.com/img-tmp/2196-014-2.jpg,https://mxzambrana.com/img-tmp/2196-014-3.jpg,https://mxzambrana.com/img-tmp/2196-014-4.jpg,https://mxzambrana.com/img-tmp/2196-014-5.jpg,https://mxzambrana.com/img-tmp/2196-014-6.jpg,https://mxzambrana.com/img-tmp/2196-014-7.jpg;;40;60;18;3;2;1;1;2025;41;Hombre;Adulto;;2196-41-014;8059571999451;Talla:select;;2174-44.5-105;BOTAS GAERNE SG12 - NEGRO/ROJO - 44.5;787;GAE;;300,77;559,9;8,05957E+12;2174-105-44,5;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-014;;Botas Gaerne Fastback Endurance - Camuflaje Nieve;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-014-1.jpg,https://mxzambrana.com/img-tmp/2196-014-2.jpg,https://mxzambrana.com/img-tmp/2196-014-3.jpg,https://mxzambrana.com/img-tmp/2196-014-4.jpg,https://mxzambrana.com/img-tmp/2196-014-5.jpg,https://mxzambrana.com/img-tmp/2196-014-6.jpg,https://mxzambrana.com/img-tmp/2196-014-7.jpg;;40;60;18;3;2;1;1;2025;42;Hombre;Adulto;;2196-42-014;8059571999468;Talla:select;;2174-45-105;BOTAS GAERNE SG12 - NEGRO/ROJO - 45;787;GAE;;300,77;559,9;8,05957E+12;2174-105-45;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-014;;Botas Gaerne Fastback Endurance - Camuflaje Nieve;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-014-1.jpg,https://mxzambrana.com/img-tmp/2196-014-2.jpg,https://mxzambrana.com/img-tmp/2196-014-3.jpg,https://mxzambrana.com/img-tmp/2196-014-4.jpg,https://mxzambrana.com/img-tmp/2196-014-5.jpg,https://mxzambrana.com/img-tmp/2196-014-6.jpg,https://mxzambrana.com/img-tmp/2196-014-7.jpg;;40;60;18;3;2;1;1;2025;43;Hombre;Adulto;;2196-43-014;8059571999475;Talla:select;;2174-46-105;BOTAS GAERNE SG12 - NEGRO/ROJO - 46;787;GAE;;300,77;559,9;8,05957E+12;2174-105-46;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-014;;Botas Gaerne Fastback Endurance - Camuflaje Nieve;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-014-1.jpg,https://mxzambrana.com/img-tmp/2196-014-2.jpg,https://mxzambrana.com/img-tmp/2196-014-3.jpg,https://mxzambrana.com/img-tmp/2196-014-4.jpg,https://mxzambrana.com/img-tmp/2196-014-5.jpg,https://mxzambrana.com/img-tmp/2196-014-6.jpg,https://mxzambrana.com/img-tmp/2196-014-7.jpg;;40;60;18;3;2;1;1;2025;44;Hombre;Adulto;;2196-44-014;8059571999482;Talla:select;;2174-47-105;BOTAS GAERNE SG12 - NEGRO/ROJO - 47;787;GAE;;300,77;559,9;8,05957E+12;2174-105-47;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-014;;Botas Gaerne Fastback Endurance - Camuflaje Nieve;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-014-1.jpg,https://mxzambrana.com/img-tmp/2196-014-2.jpg,https://mxzambrana.com/img-tmp/2196-014-3.jpg,https://mxzambrana.com/img-tmp/2196-014-4.jpg,https://mxzambrana.com/img-tmp/2196-014-5.jpg,https://mxzambrana.com/img-tmp/2196-014-6.jpg,https://mxzambrana.com/img-tmp/2196-014-7.jpg;;40;60;18;3;2;1;1;2025;44.5;Hombre;Adulto;;2196-44.5-014;8059571999499;Talla:select;;2174-48-105;BOTAS GAERNE SG12 - NEGRO/ROJO - 48;787;GAE;;300,77;559,9;8,05957E+12;2174-105-48;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-014;;Botas Gaerne Fastback Endurance - Camuflaje Nieve;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-014-1.jpg,https://mxzambrana.com/img-tmp/2196-014-2.jpg,https://mxzambrana.com/img-tmp/2196-014-3.jpg,https://mxzambrana.com/img-tmp/2196-014-4.jpg,https://mxzambrana.com/img-tmp/2196-014-5.jpg,https://mxzambrana.com/img-tmp/2196-014-6.jpg,https://mxzambrana.com/img-tmp/2196-014-7.jpg;;40;60;18;3;2;1;1;2025;45;Hombre;Adulto;;2196-45-014;8059571999505;Talla:select;;2174-49-105;BOTAS GAERNE SG12 - ROJO/NEGRO - 49;787;GAE;;300,77;559,9;8,05344E+12;2174-105-49;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-014;;Botas Gaerne Fastback Endurance - Camuflaje Nieve;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-014-1.jpg,https://mxzambrana.com/img-tmp/2196-014-2.jpg,https://mxzambrana.com/img-tmp/2196-014-3.jpg,https://mxzambrana.com/img-tmp/2196-014-4.jpg,https://mxzambrana.com/img-tmp/2196-014-5.jpg,https://mxzambrana.com/img-tmp/2196-014-6.jpg,https://mxzambrana.com/img-tmp/2196-014-7.jpg;;40;60;18;3;2;1;1;2025;46;Hombre;Adulto;;2196-46-014;8059571999512;Talla:select;;2174-41-115;BOTAS GAERNE SG12 - REALM - 41;787;GAE;;300,77;559,9;8,05344E+12;2174-115-41;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-014;;Botas Gaerne Fastback Endurance - Camuflaje Nieve;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-014-1.jpg,https://mxzambrana.com/img-tmp/2196-014-2.jpg,https://mxzambrana.com/img-tmp/2196-014-3.jpg,https://mxzambrana.com/img-tmp/2196-014-4.jpg,https://mxzambrana.com/img-tmp/2196-014-5.jpg,https://mxzambrana.com/img-tmp/2196-014-6.jpg,https://mxzambrana.com/img-tmp/2196-014-7.jpg;;40;60;18;3;2;1;1;2025;47;Hombre;Adulto;;2196-47-014;8059571999529;Talla:select;;2174-42-115;BOTAS GAERNE SG12 - REALM - 42;787;GAE;;300,77;559,9;8,05344E+12;2174-115-42;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-014;;Botas Gaerne Fastback Endurance - Camuflaje Nieve;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-014-1.jpg,https://mxzambrana.com/img-tmp/2196-014-2.jpg,https://mxzambrana.com/img-tmp/2196-014-3.jpg,https://mxzambrana.com/img-tmp/2196-014-4.jpg,https://mxzambrana.com/img-tmp/2196-014-5.jpg,https://mxzambrana.com/img-tmp/2196-014-6.jpg,https://mxzambrana.com/img-tmp/2196-014-7.jpg;;40;60;18;3;2;1;1;2025;48;Hombre;Adulto;;2196-48-014;8059571999536;Talla:select;;2174-43-115;BOTAS GAERNE SG12 - REALM - 43;787;GAE;;300,77;559,9;8,05344E+12;2174-115-43;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-015;;Botas Gaerne Fastback Endurance - Luna Sangre;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-015-1.jpg,https://mxzambrana.com/img-tmp/2196-015-2.jpg,https://mxzambrana.com/img-tmp/2196-015-3.jpg,https://mxzambrana.com/img-tmp/2196-015-4.jpg,https://mxzambrana.com/img-tmp/2196-015-5.jpg,https://mxzambrana.com/img-tmp/2196-015-6.jpg,https://mxzambrana.com/img-tmp/2196-015-7.jpg;;40;60;18;3;2;1;1;2025;39;Hombre;Adulto;;2196-39-015;8059571999543;Talla:select;;2174-44-115;BOTAS GAERNE SG12 - REALM - 44;787;GAE;;300,77;559,9;8,05344E+12;2174-115-44;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-015;;Botas Gaerne Fastback Endurance - Luna Sangre;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-015-1.jpg,https://mxzambrana.com/img-tmp/2196-015-2.jpg,https://mxzambrana.com/img-tmp/2196-015-3.jpg,https://mxzambrana.com/img-tmp/2196-015-4.jpg,https://mxzambrana.com/img-tmp/2196-015-5.jpg,https://mxzambrana.com/img-tmp/2196-015-6.jpg,https://mxzambrana.com/img-tmp/2196-015-7.jpg;;40;60;18;3;2;1;1;2025;39.5;Hombre;Adulto;;2196-39.5-015;8059571999550;Talla:select;;2174-44.5-115;BOTAS GAERNE SG12 - REALM - 44.5;787;GAE;;300,77;559,9;8,05344E+12;2174-115-44,5;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-015;;Botas Gaerne Fastback Endurance - Luna Sangre;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-015-1.jpg,https://mxzambrana.com/img-tmp/2196-015-2.jpg,https://mxzambrana.com/img-tmp/2196-015-3.jpg,https://mxzambrana.com/img-tmp/2196-015-4.jpg,https://mxzambrana.com/img-tmp/2196-015-5.jpg,https://mxzambrana.com/img-tmp/2196-015-6.jpg,https://mxzambrana.com/img-tmp/2196-015-7.jpg;;40;60;18;3;2;1;1;2025;40;Hombre;Adulto;;2196-40-015;8059571999567;Talla:select;;2174-45-115;BOTAS GAERNE SG12 - REALM - 45;787;GAE;;300,77;559,9;8,05344E+12;2174-115-45;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-015;;Botas Gaerne Fastback Endurance - Luna Sangre;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-015-1.jpg,https://mxzambrana.com/img-tmp/2196-015-2.jpg,https://mxzambrana.com/img-tmp/2196-015-3.jpg,https://mxzambrana.com/img-tmp/2196-015-4.jpg,https://mxzambrana.com/img-tmp/2196-015-5.jpg,https://mxzambrana.com/img-tmp/2196-015-6.jpg,https://mxzambrana.com/img-tmp/2196-015-7.jpg;;40;60;18;3;2;1;1;2025;41;Hombre;Adulto;;2196-41-015;8059571999574;Talla:select;;2174-46-115;BOTAS GAERNE SG12 - REALM - 46;787;GAE;;300,77;559,9;8,05344E+12;2174-115-46;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-015;;Botas Gaerne Fastback Endurance - Luna Sangre;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-015-1.jpg,https://mxzambrana.com/img-tmp/2196-015-2.jpg,https://mxzambrana.com/img-tmp/2196-015-3.jpg,https://mxzambrana.com/img-tmp/2196-015-4.jpg,https://mxzambrana.com/img-tmp/2196-015-5.jpg,https://mxzambrana.com/img-tmp/2196-015-6.jpg,https://mxzambrana.com/img-tmp/2196-015-7.jpg;;40;60;18;3;2;1;1;2025;42;Hombre;Adulto;;2196-42-015;8059571999581;Talla:select;;2174-47-115;BOTAS GAERNE SG12 - REALM - 47;787;GAE;;300,77;559,9;8,05344E+12;2174-115-47;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-015;;Botas Gaerne Fastback Endurance - Luna Sangre;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-015-1.jpg,https://mxzambrana.com/img-tmp/2196-015-2.jpg,https://mxzambrana.com/img-tmp/2196-015-3.jpg,https://mxzambrana.com/img-tmp/2196-015-4.jpg,https://mxzambrana.com/img-tmp/2196-015-5.jpg,https://mxzambrana.com/img-tmp/2196-015-6.jpg,https://mxzambrana.com/img-tmp/2196-015-7.jpg;;40;60;18;3;2;1;1;2025;43;Hombre;Adulto;;2196-43-015;8059571999598;Talla:select;;2174-48-115;BOTAS GAERNE SG12 - REALM - 48;787;GAE;;300,77;559,9;8,05344E+12;2174-115-48;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-015;;Botas Gaerne Fastback Endurance - Luna Sangre;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-015-1.jpg,https://mxzambrana.com/img-tmp/2196-015-2.jpg,https://mxzambrana.com/img-tmp/2196-015-3.jpg,https://mxzambrana.com/img-tmp/2196-015-4.jpg,https://mxzambrana.com/img-tmp/2196-015-5.jpg,https://mxzambrana.com/img-tmp/2196-015-6.jpg,https://mxzambrana.com/img-tmp/2196-015-7.jpg;;40;60;18;3;2;1;1;2025;44;Hombre;Adulto;;2196-44-015;8059571999604;Talla:select;;2174-41-118;BOTAS GAERNE SG12 - FORGE - 41;787;GAE;;300,77;559,9;8,05344E+12;2174-118-41;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-015;;Botas Gaerne Fastback Endurance - Luna Sangre;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-015-1.jpg,https://mxzambrana.com/img-tmp/2196-015-2.jpg,https://mxzambrana.com/img-tmp/2196-015-3.jpg,https://mxzambrana.com/img-tmp/2196-015-4.jpg,https://mxzambrana.com/img-tmp/2196-015-5.jpg,https://mxzambrana.com/img-tmp/2196-015-6.jpg,https://mxzambrana.com/img-tmp/2196-015-7.jpg;;40;60;18;3;2;1;1;2025;44.5;Hombre;Adulto;;2196-44.5-015;8059571999611;Talla:select;;2174-42-118;BOTAS GAERNE SG12 - FORGE - 42;787;GAE;;300,77;559,9;8,05344E+12;2174-118-42;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-015;;Botas Gaerne Fastback Endurance - Luna Sangre;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-015-1.jpg,https://mxzambrana.com/img-tmp/2196-015-2.jpg,https://mxzambrana.com/img-tmp/2196-015-3.jpg,https://mxzambrana.com/img-tmp/2196-015-4.jpg,https://mxzambrana.com/img-tmp/2196-015-5.jpg,https://mxzambrana.com/img-tmp/2196-015-6.jpg,https://mxzambrana.com/img-tmp/2196-015-7.jpg;;40;60;18;3;2;1;1;2025;45;Hombre;Adulto;;2196-45-015;8059571999628;Talla:select;;2174-43-118;BOTAS GAERNE SG12 - FORGE - 43;787;GAE;;300,77;559,9;8,05344E+12;2174-118-43;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-015;;Botas Gaerne Fastback Endurance - Luna Sangre;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-015-1.jpg,https://mxzambrana.com/img-tmp/2196-015-2.jpg,https://mxzambrana.com/img-tmp/2196-015-3.jpg,https://mxzambrana.com/img-tmp/2196-015-4.jpg,https://mxzambrana.com/img-tmp/2196-015-5.jpg,https://mxzambrana.com/img-tmp/2196-015-6.jpg,https://mxzambrana.com/img-tmp/2196-015-7.jpg;;40;60;18;3;2;1;1;2025;46;Hombre;Adulto;;2196-46-015;8059571999635;Talla:select;;2174-44-118;BOTAS GAERNE SG12 - FORGE - 44;787;GAE;;300,77;559,9;8,05344E+12;2174-118-44;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-015;;Botas Gaerne Fastback Endurance - Luna Sangre;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-015-1.jpg,https://mxzambrana.com/img-tmp/2196-015-2.jpg,https://mxzambrana.com/img-tmp/2196-015-3.jpg,https://mxzambrana.com/img-tmp/2196-015-4.jpg,https://mxzambrana.com/img-tmp/2196-015-5.jpg,https://mxzambrana.com/img-tmp/2196-015-6.jpg,https://mxzambrana.com/img-tmp/2196-015-7.jpg;;40;60;18;3;2;1;1;2025;47;Hombre;Adulto;;2196-47-015;8059571999642;Talla:select;;2174-44.5-118;BOTAS GAERNE SG12 - FORGE - 44.5;787;GAE;;300,77;559,9;8,05344E+12;2174-118-44,5;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2196-015;;Botas Gaerne Fastback Endurance - Luna Sangre;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2196-015-1.jpg,https://mxzambrana.com/img-tmp/2196-015-2.jpg,https://mxzambrana.com/img-tmp/2196-015-3.jpg,https://mxzambrana.com/img-tmp/2196-015-4.jpg,https://mxzambrana.com/img-tmp/2196-015-5.jpg,https://mxzambrana.com/img-tmp/2196-015-6.jpg,https://mxzambrana.com/img-tmp/2196-015-7.jpg;;40;60;18;3;2;1;1;2025;48;Hombre;Adulto;;2196-48-015;8059571999659;Talla:select;;2174-45-118;BOTAS GAERNE SG12 - FORGE - 45;787;GAE;;300,77;559,9;8,05344E+12;2174-118-45;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
2197-011;;Botas Gaerne Fastback Endurance - Enduro Medianoche;Gaerne;379,9;20;BOTAS;;;Fastback;;Botas;Compra Equipacion De Cross Y Enduro En Mx Zambrana 379,9 Al Mejor Precio;https://mxzambrana.com/img-tmp/2197-011-1.jpg,https://mxzambrana.com/img-tmp/2197-011-2.jpg,https://mxzambrana.com/img-tmp/2197-011-3.jpg,https://mxzambrana.com/img-tmp/2197-011-4.jpg,https://mxzambrana.com/img-tmp/2197-011-5.jpg,https://mxzambrana.com/img-tmp/2197-011-6.jpg,https://mxzambrana.com/img-tmp/2197-011-7.jpg;;40;60;18;3;2;1;1;2025;39;Hombre;Adulto;;2197-39-011;8053435541589;Talla:select;;2174-46-118;BOTAS GAERNE SG12 - FORGE - 46;787;GAE;;300,77;559,9;8,05344E+12;2174-118-46;;;1;0;3;64029110;GAERNE;2025;BOTAS;SG 12
